card_id,customer_id,card_type,credit_limit,issue_date
8080,792,Silver,100000,2024-08-30
8081,26047,Gold,300000,2023-10-16
8082,35443,Gold,150000,2024-03-17
8083,10003,Silver,150000,2023-06-24
8084,1306,Silver,100000,2023-10-13
8085,40767,Silver,50000,2024-09-11
8086,40825,Platinum,300000,2024-04-22
8087,17147,Platinum,300000,2023-08-06
8088,49266,Silver,150000,2024-06-19
8089,47621,Silver,100000,2023-07-25
8090,47481,Gold,150000,2023-07-08
8091,19488,Gold,300000,2024-07-21
8092,41035,Business,1000000,2024-08-28
8093,3226,Gold,100000,2023-05-19
8094,7244,Gold,100000,2024-02-27
8095,12299,Gold,300000,2024-01-27
8096,44820,Gold,150000,2023-03-25
8097,24705,Platinum,300000,2024-10-12
8098,9944,Silver,100000,2023-05-24
8099,20029,Platinum,750000,2024-02-07
8100,40119,Silver,50000,2023-09-30
8101,14954,Silver,75000,2023-12-31
8102,47881,Silver,150000,2023-10-17
8103,28537,Gold,200000,2023-07-21
8104,20750,Platinum,300000,2023-05-24
8105,7057,Gold,200000,2024-02-03
8106,3509,Gold,200000,2023-10-28
8107,868,Gold,150000,2023-07-12
8108,30317,Platinum,500000,2024-08-20
8109,5179,Silver,75000,2023-03-23
8110,46225,Silver,75000,2023-11-18
8111,25664,Silver,150000,2023-04-07
8112,31814,Platinum,750000,2024-01-14
8113,46902,Gold,150000,2023-07-16
8114,10522,Silver,75000,2023-12-20
8115,22026,Silver,50000,2023-06-28
8116,12237,Silver,150000,2023-08-22
8117,34433,Silver,150000,2023-03-16
8118,42986,Gold,150000,2023-11-20
8119,28791,Gold,300000,2023-05-26
8120,12861,Silver,100000,2024-01-29
8121,20257,Gold,100000,2023-09-01
8122,48045,Gold,300000,2024-09-13
8123,19449,Silver,100000,2023-05-22
8124,37588,Silver,50000,2023-07-31
8125,40256,Platinum,500000,2024-04-03
8126,41150,Platinum,750000,2024-10-06
8127,16874,Silver,150000,2024-10-16
8128,22174,Gold,200000,2024-10-02
8129,27855,Gold,150000,2024-03-08
8130,43509,Gold,300000,2024-07-17
8131,17829,Gold,100000,2024-05-17
8132,3303,Silver,100000,2023-04-21
8133,14741,Silver,75000,2024-02-04
8134,43111,Gold,150000,2024-01-16
8135,33264,Business,750000,2024-05-19
8136,4448,Gold,100000,2023-06-07
8137,46121,Silver,150000,2023-11-20
8138,32224,Silver,150000,2023-11-19
8139,5451,Silver,150000,2023-08-14
8140,19537,Silver,150000,2024-01-02
8141,2271,Silver,50000,2024-08-25
8142,44040,Platinum,500000,2024-07-27
8143,35525,Gold,100000,2023-04-10
8144,6780,Gold,150000,2023-02-22
8145,6987,Gold,300000,2024-04-10
8146,20908,Silver,150000,2023-07-03
8147,17957,Gold,100000,2024-04-27
8148,7583,Silver,50000,2023-05-03
8149,5537,Gold,100000,2023-10-15
8150,27475,Gold,100000,2023-06-18
8151,31361,Gold,300000,2023-05-05
8152,35420,Gold,200000,2023-06-02
8153,4985,Silver,50000,2024-10-03
8154,22233,Silver,75000,2024-03-04
8155,36208,Silver,50000,2024-07-09
8156,46674,Silver,50000,2023-04-30
8157,24477,Silver,100000,2023-07-20
8158,35492,Silver,50000,2023-07-07
8159,1119,Gold,200000,2024-03-07
8160,2096,Silver,150000,2023-04-09
8161,45810,Silver,100000,2023-03-19
8162,16523,Silver,75000,2023-11-06
8163,4978,Silver,150000,2024-06-30
8164,20505,Platinum,300000,2023-10-26
8165,40654,Gold,100000,2023-09-14
8166,38823,Gold,300000,2024-10-24
8167,34057,Platinum,300000,2024-05-01
8168,20637,Silver,50000,2024-06-06
8169,24687,Gold,150000,2024-08-02
8170,11515,Platinum,300000,2024-04-01
8171,32218,Platinum,500000,2023-12-25
8172,33466,Platinum,300000,2023-11-05
8173,49885,Silver,150000,2024-01-18
8174,44350,Gold,150000,2024-04-21
8175,20918,Silver,75000,2024-02-01
8176,32077,Gold,150000,2024-08-31
8177,49113,Silver,50000,2023-06-21
8178,22059,Silver,150000,2023-12-25
8179,5291,Business,1000000,2023-06-19
8180,29576,Gold,100000,2024-03-25
8181,11421,Gold,200000,2023-12-05
8182,56,Silver,75000,2023-09-26
8183,13691,Business,500000,2023-07-03
8184,36817,Gold,150000,2024-11-19
8185,47404,Platinum,500000,2024-01-16
8186,28764,Platinum,300000,2023-12-06
8187,25589,Gold,300000,2023-08-05
8188,22627,Silver,75000,2024-02-04
8189,9609,Gold,100000,2024-07-03
8190,12325,Gold,150000,2024-04-07
8191,11187,Gold,100000,2024-02-03
8192,32946,Silver,50000,2023-09-29
8193,17101,Silver,150000,2024-10-06
8194,16167,Gold,300000,2024-02-29
8195,28438,Silver,100000,2023-04-29
8196,27704,Silver,75000,2024-06-05
8197,26557,Silver,75000,2023-08-15
8198,12727,Silver,100000,2023-07-25
8199,28424,Silver,150000,2024-09-10
8200,84,Gold,300000,2023-08-16
8201,2185,Silver,150000,2023-07-11
8202,11759,Gold,300000,2023-09-05
8203,25401,Silver,150000,2024-03-22
8204,38416,Gold,300000,2024-10-19
8205,26125,Gold,150000,2023-12-28
8206,18475,Gold,150000,2023-12-08
8207,650,Gold,150000,2023-08-03
8208,23470,Gold,300000,2024-10-04
8209,22430,Gold,150000,2023-06-26
8210,17115,Gold,200000,2024-01-09
8211,14056,Platinum,500000,2024-09-19
8212,27102,Gold,150000,2023-06-22
8213,5212,Silver,50000,2023-06-28
8214,21423,Silver,100000,2024-02-03
8215,10944,Silver,100000,2024-03-02
8216,604,Silver,100000,2024-09-06
8217,30416,Silver,100000,2023-06-24
8218,30025,Silver,50000,2024-04-20
8219,3748,Silver,150000,2023-11-27
8220,22715,Platinum,500000,2023-08-26
8221,45166,Silver,150000,2024-07-06
8222,18106,Platinum,300000,2024-07-21
8223,12511,Silver,150000,2023-12-16
8224,10680,Platinum,300000,2024-04-18
8225,23229,Silver,75000,2024-05-16
8226,37933,Gold,200000,2024-10-21
8227,11950,Gold,200000,2024-06-26
8228,37203,Silver,50000,2023-12-27
8229,25381,Silver,50000,2023-12-12
8230,24456,Gold,300000,2024-03-02
8231,6703,Silver,75000,2023-12-29
8232,30359,Silver,75000,2023-10-05
8233,24372,Gold,200000,2024-03-21
8234,27322,Silver,75000,2023-11-25
8235,12211,Business,750000,2023-08-07
8236,13847,Silver,100000,2024-01-08
8237,12885,Gold,100000,2023-05-20
8238,37616,Platinum,750000,2023-06-19
8239,18448,Platinum,750000,2024-08-19
8240,9861,Silver,50000,2023-11-29
8241,14830,Silver,75000,2023-12-21
8242,47394,Business,500000,2024-07-27
8243,43519,Gold,150000,2023-10-07
8244,48940,Silver,50000,2023-07-26
8245,42006,Silver,150000,2024-06-07
8246,21762,Gold,300000,2023-12-06
8247,28307,Gold,100000,2023-12-13
8248,17772,Gold,300000,2024-04-21
8249,38537,Silver,50000,2024-04-24
8250,18239,Platinum,750000,2023-05-14
8251,34932,Gold,100000,2023-06-08
8252,29980,Silver,50000,2024-06-30
8253,25864,Gold,150000,2023-10-30
8254,16691,Gold,150000,2023-05-25
8255,43140,Silver,75000,2023-11-15
8256,8136,Gold,150000,2023-09-28
8257,8532,Gold,300000,2024-01-21
8258,13919,Gold,150000,2023-10-09
8259,2036,Silver,150000,2023-01-18
8260,2595,Silver,150000,2023-08-10
8261,24241,Gold,300000,2023-11-10
8262,14264,Gold,100000,2024-06-15
8263,3867,Platinum,750000,2024-03-28
8264,13761,Platinum,500000,2023-07-12
8265,44592,Gold,200000,2023-12-17
8266,35980,Gold,150000,2023-08-04
8267,20837,Silver,75000,2023-12-30
8268,26183,Gold,300000,2024-08-31
8269,2430,Silver,100000,2023-12-03
8270,29985,Gold,200000,2024-02-26
8271,47522,Gold,150000,2023-06-28
8272,47052,Silver,100000,2023-04-03
8273,8056,Gold,300000,2023-09-28
8274,11403,Silver,100000,2023-01-30
8275,50000,Platinum,300000,2023-08-26
8276,13497,Platinum,500000,2024-07-11
8277,305,Gold,150000,2024-08-29
8278,33989,Silver,75000,2023-12-01
8279,31631,Silver,50000,2024-07-26
8280,20873,Platinum,300000,2023-10-21
8281,47417,Silver,75000,2024-11-08
8282,40697,Gold,300000,2024-04-25
8283,25759,Gold,300000,2023-08-17
8284,46325,Silver,150000,2024-01-18
8285,25717,Platinum,300000,2024-07-11
8286,38428,Platinum,300000,2023-12-16
8287,44925,Platinum,500000,2023-11-02
8288,18335,Silver,100000,2024-04-12
8289,31843,Platinum,500000,2024-10-24
8290,17103,Silver,50000,2024-03-16
8291,40304,Platinum,750000,2023-05-30
8292,23326,Platinum,750000,2024-04-11
8293,37372,Gold,100000,2024-05-15
8294,28240,Gold,200000,2023-06-10
8295,442,Silver,50000,2024-08-16
8296,26012,Silver,150000,2023-06-04
8297,433,Silver,50000,2024-04-28
8298,25229,Platinum,500000,2023-06-12
8299,33234,Silver,150000,2024-11-02
8300,48731,Silver,50000,2023-06-10
8301,34731,Business,750000,2023-08-31
8302,12808,Silver,150000,2024-04-12
8303,47340,Platinum,750000,2024-01-19
8304,25806,Platinum,300000,2023-11-01
8305,35942,Silver,50000,2023-06-07
8306,12315,Gold,100000,2024-06-30
8307,10615,Silver,150000,2023-12-02
8308,27345,Silver,50000,2024-10-29
8309,2490,Silver,100000,2023-02-23
8310,34214,Silver,100000,2024-04-21
8311,13737,Silver,75000,2023-09-06
8312,11592,Silver,75000,2023-04-10
8313,19244,Platinum,300000,2024-06-30
8314,8471,Silver,100000,2024-03-15
8315,9498,Silver,150000,2024-12-05
8316,13213,Silver,50000,2024-05-05
8317,14690,Gold,300000,2024-03-25
8318,21705,Silver,100000,2024-06-02
8319,437,Gold,200000,2024-03-16
8320,40287,Silver,75000,2023-06-05
8321,30049,Platinum,750000,2023-09-01
8322,45566,Silver,100000,2024-08-06
8323,40219,Gold,300000,2023-04-05
8324,8828,Gold,300000,2024-08-02
8325,48139,Silver,100000,2024-08-31
8326,14093,Gold,150000,2023-03-08
8327,48105,Silver,100000,2024-08-21
8328,27707,Gold,300000,2024-01-16
8329,47635,Silver,75000,2024-03-24
8330,26530,Gold,300000,2024-10-23
8331,46759,Gold,200000,2023-12-27
8332,14002,Gold,150000,2023-05-31
8333,26995,Silver,50000,2024-08-10
8334,18320,Gold,300000,2023-03-23
8335,10795,Business,750000,2023-03-14
8336,9031,Platinum,300000,2023-11-09
8337,28698,Silver,50000,2024-07-29
8338,30982,Silver,150000,2023-09-07
8339,11582,Gold,200000,2023-11-18
8340,11846,Business,1000000,2024-02-02
8341,25899,Business,1000000,2023-04-18
8342,44853,Platinum,300000,2023-11-08
8343,48825,Silver,100000,2024-01-31
8344,36042,Silver,50000,2024-01-18
8345,40561,Silver,50000,2023-11-17
8346,33779,Platinum,750000,2024-06-13
8347,24367,Gold,300000,2024-03-19
8348,21686,Gold,300000,2023-07-22
8349,45619,Gold,150000,2023-06-22
8350,35611,Gold,200000,2024-08-07
8351,28696,Gold,100000,2024-10-07
8352,18031,Gold,150000,2024-10-31
8353,22913,Gold,100000,2024-04-17
8354,32174,Silver,100000,2024-07-18
8355,46504,Gold,200000,2023-08-25
8356,20064,Gold,150000,2024-03-19
8357,37638,Gold,150000,2024-02-26
8358,21856,Gold,100000,2023-04-22
8359,17258,Business,500000,2023-04-10
8360,2513,Silver,75000,2024-04-25
8361,12733,Gold,200000,2023-07-04
8362,10843,Gold,150000,2023-09-04
8363,38859,Silver,50000,2023-12-12
8364,18323,Gold,300000,2023-08-05
8365,31604,Platinum,500000,2024-04-07
8366,29272,Silver,50000,2024-06-06
8367,27841,Gold,200000,2023-09-15
8368,30125,Gold,300000,2024-02-08
8369,14881,Business,500000,2024-01-01
8370,6259,Platinum,750000,2024-01-25
8371,37031,Gold,300000,2024-08-06
8372,34049,Silver,150000,2023-12-09
8373,9227,Gold,150000,2023-08-22
8374,11974,Gold,100000,2024-07-12
8375,28355,Platinum,300000,2024-05-14
8376,21439,Silver,75000,2024-05-31
8377,6709,Platinum,750000,2024-03-26
8378,39740,Business,500000,2023-06-17
8379,14448,Silver,75000,2024-03-01
8380,15018,Gold,150000,2024-05-02
8381,13809,Silver,150000,2024-02-15
8382,29674,Platinum,300000,2023-06-05
8383,10674,Silver,50000,2023-08-06
8384,38680,Gold,100000,2024-01-19
8385,37894,Gold,300000,2024-04-27
8386,35302,Gold,100000,2024-05-22
8387,3158,Platinum,300000,2023-08-31
8388,18146,Platinum,300000,2024-06-03
8389,14063,Gold,100000,2024-03-31
8390,38594,Silver,50000,2023-08-19
8391,40601,Silver,100000,2024-04-09
8392,587,Silver,75000,2024-05-14
8393,299,Silver,50000,2024-10-02
8394,35539,Gold,300000,2023-11-09
8395,37162,Platinum,500000,2023-12-31
8396,7972,Platinum,750000,2024-05-14
8397,39373,Business,750000,2023-08-08
8398,8726,Platinum,500000,2024-03-15
8399,16193,Silver,100000,2023-07-28
8400,6424,Gold,150000,2024-09-01
8401,25755,Gold,200000,2023-12-07
8402,33094,Platinum,750000,2023-03-11
8403,9585,Silver,100000,2023-03-19
8404,42772,Gold,200000,2023-06-02
8405,39978,Silver,50000,2024-05-05
8406,11869,Gold,150000,2023-08-11
8407,24417,Silver,50000,2023-10-21
8408,21040,Silver,100000,2023-07-07
8409,23726,Silver,150000,2023-05-03
8410,16801,Platinum,750000,2023-06-20
8411,46810,Gold,300000,2023-12-09
8412,28661,Silver,50000,2023-09-01
8413,32844,Silver,100000,2024-02-11
8414,18907,Silver,50000,2023-02-10
8415,5161,Business,1000000,2024-02-12
8416,8133,Gold,150000,2024-09-06
8417,48305,Gold,100000,2023-08-22
8418,39464,Silver,50000,2024-09-23
8419,4814,Silver,150000,2024-01-27
8420,25069,Business,500000,2024-02-28
8421,14882,Silver,100000,2024-01-24
8422,17576,Gold,200000,2024-09-01
8423,34429,Silver,150000,2023-06-06
8424,37880,Silver,150000,2024-01-19
8425,14994,Gold,300000,2024-03-02
8426,23769,Silver,75000,2024-02-16
8427,10964,Gold,150000,2024-09-05
8428,44731,Silver,150000,2023-09-15
8429,22987,Silver,50000,2023-08-06
8430,19308,Silver,100000,2023-11-12
8431,33637,Silver,150000,2023-09-15
8432,19585,Gold,100000,2023-08-24
8433,26528,Gold,150000,2023-08-03
8434,17986,Gold,100000,2023-08-05
8435,21463,Silver,100000,2024-01-14
8436,7182,Silver,50000,2023-12-21
8437,38954,Silver,100000,2024-06-29
8438,1701,Platinum,750000,2024-11-12
8439,13644,Gold,300000,2024-06-21
8440,18204,Gold,150000,2023-07-01
8441,27725,Gold,150000,2023-07-29
8442,42904,Gold,200000,2023-03-30
8443,46240,Gold,100000,2023-10-20
8444,2692,Business,750000,2023-06-30
8445,39172,Gold,200000,2023-06-17
8446,15672,Silver,75000,2024-01-19
8447,38941,Platinum,300000,2024-04-20
8448,5628,Gold,150000,2024-03-16
8449,5661,Silver,100000,2023-04-07
8450,46010,Gold,200000,2024-06-12
8451,18304,Silver,50000,2024-08-17
8452,6399,Silver,50000,2024-11-02
8453,25582,Silver,75000,2023-07-01
8454,17955,Gold,200000,2023-09-14
8455,27918,Business,500000,2023-11-14
8456,35766,Gold,100000,2024-05-12
8457,46321,Gold,200000,2023-09-16
8458,19785,Gold,100000,2023-07-21
8459,17134,Gold,200000,2024-06-21
8460,34228,Silver,50000,2024-02-12
8461,43250,Silver,75000,2023-09-07
8462,8715,Silver,100000,2024-09-21
8463,17307,Gold,300000,2023-04-30
8464,15345,Gold,200000,2023-09-26
8465,3801,Silver,50000,2024-06-20
8466,49012,Business,1000000,2024-09-25
8467,38460,Platinum,750000,2024-06-17
8468,33494,Silver,100000,2024-01-21
8469,18016,Business,1000000,2023-03-18
8470,29881,Platinum,300000,2024-08-28
8471,32110,Silver,100000,2023-10-24
8472,6253,Platinum,300000,2024-07-19
8473,38059,Gold,200000,2024-05-05
8474,23685,Silver,50000,2024-05-01
8475,46099,Business,500000,2023-03-12
8476,3486,Silver,100000,2024-03-03
8477,28544,Gold,100000,2024-09-03
8478,28858,Gold,100000,2024-04-01
8479,36671,Gold,200000,2023-07-03
8480,35832,Silver,150000,2024-01-09
8481,12242,Business,1000000,2023-08-31
8482,45490,Silver,150000,2024-01-11
8483,17371,Silver,50000,2023-07-18
8484,17201,Gold,100000,2023-12-21
8485,11837,Silver,100000,2023-08-04
8486,1059,Gold,300000,2023-04-03
8487,46292,Gold,300000,2023-03-18
8488,48405,Silver,100000,2024-04-20
8489,47134,Silver,100000,2024-05-03
8490,27457,Business,750000,2023-07-28
8491,3101,Silver,150000,2023-03-08
8492,13803,Silver,100000,2024-06-16
8493,29197,Silver,75000,2024-04-17
8494,47957,Silver,75000,2023-05-15
8495,43543,Silver,150000,2023-07-24
8496,47052,Silver,75000,2023-05-13
8497,3529,Platinum,500000,2023-11-27
8498,40719,Silver,75000,2023-08-22
8499,31072,Silver,75000,2023-08-23
8500,22014,Silver,50000,2023-09-06
8501,23707,Gold,200000,2023-12-03
8502,44852,Silver,100000,2023-12-27
8503,40023,Silver,150000,2023-10-01
8504,44053,Gold,200000,2024-09-10
8505,14620,Platinum,300000,2024-04-10
8506,4799,Silver,75000,2024-06-09
8507,38325,Gold,150000,2023-06-26
8508,41002,Gold,150000,2024-04-30
8509,9936,Gold,300000,2023-05-21
8510,14549,Business,500000,2023-09-06
8511,44574,Business,1000000,2023-05-27
8512,30401,Gold,300000,2023-08-07
8513,42263,Silver,100000,2024-06-23
8514,42204,Gold,100000,2024-03-26
8515,21752,Platinum,750000,2023-07-03
8516,690,Platinum,500000,2023-12-19
8517,15620,Silver,50000,2023-03-19
8518,37781,Gold,100000,2023-01-22
8519,32741,Silver,75000,2023-09-06
8520,13552,Silver,75000,2023-07-25
8521,27508,Silver,150000,2023-11-01
8522,7720,Silver,50000,2024-04-04
8523,10288,Platinum,750000,2023-05-24
8524,2422,Silver,75000,2023-08-17
8525,32291,Gold,150000,2023-03-30
8526,6310,Business,1000000,2024-05-05
8527,13885,Platinum,750000,2023-09-26
8528,26524,Gold,100000,2024-07-15
8529,48473,Silver,75000,2024-04-21
8530,23427,Gold,300000,2023-01-14
8531,34663,Platinum,750000,2023-11-09
8532,47684,Silver,150000,2023-10-05
8533,18535,Platinum,750000,2023-05-31
8534,15619,Platinum,750000,2024-01-14
8535,39217,Silver,100000,2024-09-01
8536,20842,Silver,100000,2024-02-14
8537,32099,Platinum,750000,2023-04-22
8538,23615,Silver,150000,2024-08-14
8539,18589,Platinum,750000,2023-10-30
8540,17867,Platinum,750000,2023-11-17
8541,36266,Silver,75000,2024-02-13
8542,37299,Silver,100000,2024-06-06
8543,39757,Gold,100000,2023-10-13
8544,46936,Silver,50000,2024-05-06
8545,47497,Silver,75000,2024-09-28
8546,42008,Platinum,300000,2024-09-13
8547,23339,Gold,100000,2023-08-25
8548,25005,Silver,150000,2024-05-27
8549,21563,Gold,300000,2023-08-03
8550,22292,Silver,150000,2024-04-25
8551,32371,Silver,50000,2023-12-16
8552,28160,Gold,100000,2024-03-23
8553,27552,Gold,200000,2024-01-24
8554,48276,Silver,50000,2023-08-07
8555,23971,Silver,150000,2023-12-22
8556,15800,Silver,100000,2024-09-15
8557,13839,Silver,50000,2024-03-12
8558,15250,Business,1000000,2024-08-27
8559,20607,Business,500000,2023-08-13
8560,27675,Silver,50000,2024-04-01
8561,36577,Silver,50000,2024-11-17
8562,7269,Silver,50000,2024-05-02
8563,32968,Platinum,300000,2023-06-16
8564,40911,Platinum,300000,2024-04-12
8565,16502,Platinum,300000,2024-04-10
8566,15008,Silver,50000,2024-09-29
8567,5962,Platinum,500000,2024-08-13
8568,795,Silver,100000,2024-05-14
8569,1,Gold,200000,2023-11-27
8570,4497,Silver,150000,2024-07-25
8571,36671,Silver,150000,2023-01-17
8572,31507,Gold,100000,2023-07-29
8573,18325,Silver,150000,2023-04-26
8574,45612,Silver,50000,2023-08-12
8575,12733,Gold,200000,2023-02-23
8576,1415,Silver,75000,2023-07-28
8577,45823,Silver,75000,2024-03-25
8578,9137,Gold,300000,2024-11-19
8579,43868,Platinum,300000,2023-06-07
8580,33599,Silver,150000,2024-01-10
8581,49645,Gold,100000,2023-07-01
8582,28944,Silver,50000,2024-02-29
8583,17427,Platinum,300000,2023-07-13
8584,17962,Gold,100000,2024-06-20
8585,22239,Silver,100000,2024-09-03
8586,31988,Silver,75000,2023-10-18
8587,21881,Business,500000,2024-01-07
8588,7318,Business,500000,2023-07-09
8589,10101,Silver,50000,2023-10-24
8590,45849,Silver,100000,2024-07-08
8591,9944,Business,500000,2023-05-25
8592,35461,Silver,150000,2023-12-16
8593,37204,Silver,150000,2024-06-11
8594,4736,Silver,50000,2024-01-10
8595,37012,Silver,50000,2024-04-13
8596,8850,Silver,50000,2024-04-08
8597,17051,Gold,200000,2024-02-11
8598,41437,Silver,50000,2023-08-19
8599,4326,Silver,100000,2024-11-02
8600,11469,Gold,300000,2024-05-15
8601,41671,Silver,75000,2024-07-12
8602,4415,Gold,150000,2023-04-15
8603,19482,Silver,100000,2023-05-20
8604,8021,Gold,200000,2023-02-20
8605,9546,Platinum,500000,2024-05-14
8606,12999,Gold,150000,2023-10-17
8607,18976,Gold,300000,2023-06-29
8608,43416,Silver,100000,2024-08-22
8609,34173,Silver,50000,2024-08-12
8610,38582,Silver,50000,2023-09-15
8611,40656,Silver,150000,2024-06-01
8612,42071,Silver,75000,2023-11-12
8613,49263,Gold,200000,2023-11-18
8614,42400,Gold,150000,2024-02-28
8615,25992,Silver,75000,2023-10-26
8616,12078,Gold,100000,2023-09-16
8617,28985,Gold,300000,2023-06-13
8618,18856,Gold,150000,2024-09-11
8619,792,Silver,50000,2024-08-26
8620,27274,Business,750000,2023-06-26
8621,27933,Platinum,500000,2024-11-13
8622,39488,Silver,150000,2023-03-07
8623,33236,Gold,150000,2023-08-30
8624,5949,Silver,75000,2023-06-10
8625,4631,Silver,150000,2023-07-26
8626,43976,Platinum,750000,2024-07-04
8627,47250,Gold,200000,2023-06-15
8628,35963,Platinum,750000,2024-02-27
8629,46083,Business,750000,2024-12-20
8630,30887,Silver,150000,2023-10-03
8631,34564,Silver,100000,2024-10-15
8632,9259,Platinum,300000,2023-10-09
8633,43600,Gold,300000,2024-02-04
8634,33894,Silver,75000,2023-08-21
8635,7749,Silver,75000,2023-11-08
8636,6711,Silver,75000,2023-08-31
8637,20414,Silver,50000,2023-06-22
8638,81,Gold,300000,2024-06-05
8639,10484,Gold,150000,2023-11-08
8640,9530,Gold,300000,2023-10-06
8641,1935,Silver,100000,2023-08-16
8642,2776,Silver,150000,2023-11-15
8643,22295,Silver,50000,2023-05-25
8644,31496,Silver,150000,2024-05-12
8645,31015,Silver,150000,2024-07-14
8646,39587,Gold,150000,2023-07-12
8647,29130,Gold,100000,2023-09-17
8648,45832,Silver,75000,2024-06-08
8649,13435,Silver,50000,2023-12-10
8650,24643,Silver,150000,2024-04-08
8651,2841,Gold,300000,2023-07-16
8652,23631,Gold,300000,2024-10-20
8653,39874,Platinum,500000,2023-07-26
8654,7065,Gold,100000,2024-04-27
8655,39708,Silver,50000,2023-05-22
8656,32689,Gold,150000,2023-03-31
8657,19223,Gold,300000,2024-03-20
8658,23785,Silver,75000,2023-12-30
8659,45513,Silver,75000,2024-01-15
8660,11238,Platinum,750000,2023-08-11
8661,35594,Silver,50000,2024-05-14
8662,2427,Silver,150000,2023-05-22
8663,35207,Gold,100000,2023-08-07
8664,47274,Business,1000000,2024-06-21
8665,13815,Gold,200000,2023-06-03
8666,37436,Platinum,300000,2024-04-09
8667,17766,Silver,50000,2024-05-23
8668,45049,Platinum,300000,2024-02-07
8669,49881,Gold,100000,2023-03-08
8670,25283,Gold,150000,2023-04-27
8671,762,Platinum,750000,2023-09-11
8672,49773,Silver,50000,2023-06-06
8673,45393,Gold,150000,2023-12-13
8674,41808,Business,500000,2024-08-29
8675,45321,Silver,50000,2024-03-27
8676,1286,Gold,300000,2023-08-05
8677,33090,Silver,100000,2023-04-27
8678,43718,Gold,100000,2023-09-26
8679,41796,Silver,75000,2023-01-30
8680,38994,Platinum,750000,2024-01-25
8681,46441,Silver,50000,2024-06-26
8682,19121,Platinum,500000,2024-03-07
8683,45380,Gold,100000,2023-10-03
8684,47545,Gold,100000,2024-07-12
8685,762,Silver,150000,2023-07-17
8686,38504,Silver,50000,2024-09-26
8687,21188,Platinum,300000,2023-07-30
8688,26269,Platinum,500000,2023-08-21
8689,22613,Silver,75000,2024-03-21
8690,42794,Platinum,750000,2024-06-05
8691,862,Silver,50000,2024-08-03
8692,37159,Business,500000,2024-07-06
8693,45104,Platinum,750000,2024-10-06
8694,17032,Business,500000,2024-06-18
8695,12572,Gold,200000,2023-10-10
8696,17369,Silver,75000,2023-05-25
8697,28808,Gold,100000,2023-11-19
8698,5235,Gold,150000,2023-05-11
8699,47636,Gold,150000,2024-08-06
8700,34700,Silver,75000,2024-02-21
8701,4050,Gold,150000,2024-07-25
8702,46510,Gold,200000,2023-03-15
8703,32018,Silver,150000,2024-06-20
8704,13581,Silver,75000,2023-08-09
8705,40620,Gold,150000,2024-02-02
8706,8387,Silver,100000,2024-03-07
8707,27050,Silver,100000,2024-03-13
8708,34333,Gold,300000,2024-04-17
8709,11947,Gold,200000,2024-05-31
8710,33972,Silver,100000,2023-07-16
8711,5205,Gold,150000,2023-07-05
8712,21288,Gold,200000,2024-03-07
8713,25242,Silver,50000,2024-08-26
8714,14578,Gold,150000,2024-02-25
8715,15406,Silver,150000,2023-09-02
8716,8114,Gold,100000,2024-08-13
8717,35747,Silver,100000,2023-02-13
8718,45973,Gold,200000,2024-06-07
8719,45308,Platinum,500000,2023-05-18
8720,12700,Gold,200000,2023-11-17
8721,8006,Silver,150000,2024-03-22
8722,23976,Platinum,750000,2023-07-09
8723,22694,Silver,150000,2023-09-04
8724,29557,Silver,100000,2023-12-22
8725,30580,Silver,75000,2023-09-29
8726,20085,Gold,300000,2024-01-14
8727,3932,Platinum,500000,2023-11-13
8728,116,Gold,300000,2024-06-16
8729,3327,Gold,300000,2023-11-01
8730,22405,Silver,50000,2024-03-20
8731,13438,Platinum,300000,2024-07-31
8732,12275,Silver,50000,2024-06-08
8733,44831,Silver,150000,2023-09-29
8734,28988,Silver,100000,2024-09-11
8735,44401,Gold,200000,2023-09-27
8736,27150,Gold,150000,2024-01-15
8737,38249,Gold,150000,2024-07-10
8738,6493,Platinum,300000,2024-04-22
8739,45804,Silver,100000,2024-02-21
8740,2211,Silver,75000,2024-08-27
8741,8353,Platinum,500000,2023-10-30
8742,3401,Silver,50000,2023-11-16
8743,27273,Silver,150000,2023-10-07
8744,7767,Silver,50000,2024-06-01
8745,9281,Gold,200000,2023-07-15
8746,767,Silver,75000,2024-05-07
8747,28550,Gold,200000,2024-06-11
8748,4865,Silver,75000,2024-05-20
8749,45748,Silver,50000,2024-07-04
8750,11426,Gold,100000,2024-07-04
8751,15537,Silver,75000,2024-03-16
8752,9502,Gold,150000,2023-12-15
8753,39537,Gold,200000,2024-08-01
8754,45317,Gold,200000,2023-08-24
8755,15565,Gold,150000,2023-02-21
8756,40746,Silver,100000,2024-05-24
8757,35375,Silver,100000,2023-11-09
8758,7017,Business,750000,2024-01-23
8759,21577,Gold,150000,2023-05-18
8760,46361,Gold,200000,2024-09-04
8761,7131,Gold,150000,2024-02-06
8762,38298,Silver,75000,2023-11-09
8763,21320,Silver,75000,2024-02-25
8764,37116,Silver,75000,2024-01-18
8765,45009,Gold,200000,2023-08-28
8766,44347,Platinum,500000,2023-06-29
8767,9597,Gold,200000,2023-06-13
8768,38161,Platinum,300000,2024-01-05
8769,1960,Platinum,300000,2023-06-18
8770,21825,Gold,300000,2024-02-25
8771,18994,Silver,75000,2024-03-02
8772,33707,Platinum,300000,2024-06-23
8773,44177,Gold,300000,2024-01-11
8774,1916,Gold,100000,2023-11-26
