merchant_id,merchant_name,category
982,Elite Mart,Fashion
983,Quick Store,Travel
984,Prime Fuel,E-commerce
985,Quick Cafe,Electronics
986,Elite Cafe,Dining
987,Metro Cafe,E-commerce
988,Metro Hub,Electronics
989,Urban Hub,Grocery
990,Urban Mart,Electronics
991,Metro Fuel,Utilities
992,Prime Fuel,Entertainment
993,Metro Hub,Fuel
994,Elite Store,Healthcare
995,Urban Cafe,Electronics
996,Urban Store,Electronics
997,Metro Hub,Fuel
998,Elite Hub,Fashion
999,Metro Hub,Fuel
1000,Elite Store,Dining
1001,Prime Fuel,Travel
1002,Urban Mart,Dining
1003,Metro Cafe,Fashion
1004,Prime Fuel,E-commerce
1005,Metro Cafe,Travel
1006,Metro Store,Utilities
1007,Quick Cafe,Fashion
1008,Prime Hub,Dining
1009,Quick Cafe,Dining
1010,Elite Cafe,Utilities
1011,Quick Cafe,Fashion
1012,Urban Fuel,Electronics
1013,Quick Fuel,Utilities
1014,Urban Cafe,E-commerce
1015,Quick Hub,Healthcare
1016,Prime Cafe,Travel
1017,Prime Fuel,Electronics
1018,Prime Hub,Fashion
1019,Prime Cafe,Utilities
1020,Prime Fuel,Entertainment
1021,Urban Store,Entertainment
1022,Elite Store,Fuel
1023,Metro Cafe,Entertainment
1024,Prime Hub,Utilities
1025,Elite Mart,Grocery
1026,Metro Hub,Grocery
1027,Quick Hub,Entertainment
1028,Elite Store,Utilities
1029,Metro Store,E-commerce
1030,Elite Fuel,E-commerce
1031,Urban Store,Utilities
1032,Elite Mart,Grocery
1033,Prime Store,Fashion
1034,Quick Fuel,Electronics
1035,Elite Cafe,Dining
1036,Urban Hub,Fashion
1037,Prime Fuel,Utilities
1038,Metro Fuel,Grocery
1039,Elite Cafe,Dining
1040,Urban Hub,Electronics
1041,Elite Hub,Fuel
1042,Elite Mart,Grocery
1043,Elite Store,Fashion
1044,Prime Hub,Entertainment
1045,Urban Cafe,Fashion
1046,Elite Fuel,E-commerce
1047,Prime Fuel,Entertainment
1048,Metro Mart,Fuel
1049,Metro Store,Fashion
1050,Quick Hub,Utilities
1051,Quick Store,Utilities
1052,Prime Hub,Entertainment
1053,Elite Fuel,Healthcare
1054,Prime Hub,Healthcare
1055,Elite Cafe,E-commerce
1056,Urban Fuel,Dining
1057,Metro Fuel,Grocery
1058,Elite Cafe,Healthcare
1059,Metro Hub,Entertainment
1060,Prime Hub,E-commerce
1061,Elite Hub,Grocery
1062,Urban Cafe,Fashion
1063,Quick Mart,Dining
1064,Metro Fuel,Grocery
1065,Elite Hub,Entertainment
1066,Quick Hub,Electronics
1067,Quick Store,Entertainment
1068,Elite Fuel,Fuel
1069,Urban Store,E-commerce
1070,Quick Mart,Travel
1071,Metro Hub,E-commerce
1072,Urban Store,Entertainment
1073,Metro Fuel,Travel
1074,Metro Hub,Healthcare
1075,Quick Mart,Entertainment
1076,Quick Mart,Electronics
1077,Elite Mart,Travel
1078,Urban Fuel,Grocery
1079,Metro Cafe,Entertainment
1080,Elite Cafe,Healthcare
1081,Urban Hub,Healthcare
1082,Elite Cafe,Travel
1083,Elite Cafe,E-commerce
1084,Quick Fuel,Healthcare
1085,Prime Hub,E-commerce
1086,Elite Fuel,Fuel
1087,Metro Hub,Fuel
1088,Metro Fuel,Fuel
1089,Urban Mart,Entertainment
1090,Urban Hub,Fashion
1091,Urban Store,Entertainment
1092,Metro Store,Electronics
1093,Quick Store,Healthcare
1094,Urban Fuel,Electronics
1095,Prime Mart,Entertainment
1096,Elite Fuel,Electronics
1097,Urban Fuel,Electronics
1098,Elite Cafe,Dining
1099,Metro Fuel,Travel
1100,Quick Cafe,Dining
1101,Metro Cafe,Dining
1102,Elite Fuel,Electronics
1103,Metro Store,Dining
1104,Quick Fuel,Utilities
1105,Metro Hub,Electronics
1106,Urban Hub,Fashion
1107,Quick Store,Travel
1108,Quick Fuel,Fuel
1109,Elite Mart,Healthcare
1110,Metro Store,Dining
1111,Urban Store,Utilities
1112,Elite Mart,Electronics
1113,Quick Fuel,Utilities
1114,Quick Hub,E-commerce
1115,Prime Mart,Entertainment
1116,Metro Store,Entertainment
1117,Quick Mart,Grocery
1118,Quick Cafe,Electronics
1119,Urban Hub,Grocery
1120,Metro Fuel,Fashion
1121,Elite Cafe,Grocery
1122,Prime Mart,Travel
1123,Elite Cafe,Utilities
1124,Metro Mart,Healthcare
1125,Elite Store,Fashion
1126,Metro Store,Dining
1127,Prime Cafe,Utilities
1128,Quick Fuel,Grocery
1129,Metro Hub,Fuel
1130,Quick Mart,Dining
1131,Metro Cafe,Healthcare
1132,Urban Fuel,E-commerce
1133,Elite Hub,Utilities
1134,Prime Hub,Electronics
1135,Metro Cafe,Electronics
1136,Prime Cafe,Entertainment
1137,Metro Store,Entertainment
1138,Quick Hub,E-commerce
1139,Quick Store,Fuel
1140,Quick Hub,Travel
1141,Prime Fuel,Grocery
1142,Quick Mart,Electronics
1143,Elite Cafe,Utilities
1144,Prime Store,Dining
1145,Urban Hub,Healthcare
1146,Metro Cafe,Fashion
1147,Metro Cafe,Grocery
1148,Metro Mart,Utilities
1149,Urban Fuel,Healthcare
1150,Quick Hub,Grocery
1151,Elite Cafe,Fuel
1152,Urban Hub,Fuel
1153,Prime Fuel,Fuel
1154,Urban Store,Fashion
1155,Elite Mart,E-commerce
1156,Metro Cafe,Dining
1157,Quick Hub,Fashion
1158,Elite Cafe,Fashion
1159,Prime Hub,E-commerce
1160,Elite Hub,Dining
1161,Quick Hub,Fuel
1162,Prime Cafe,E-commerce
1163,Metro Fuel,Fashion
1164,Urban Store,Dining
1165,Urban Store,Travel
1166,Prime Store,Healthcare
1167,Prime Mart,E-commerce
1168,Urban Mart,Healthcare
1169,Prime Cafe,E-commerce
1170,Urban Fuel,Electronics
1171,Prime Mart,Electronics
1172,Metro Mart,Grocery
1173,Metro Hub,Travel
1174,Elite Store,Entertainment
1175,Quick Mart,Travel
1176,Prime Fuel,Healthcare
1177,Urban Fuel,Fashion
1178,Elite Mart,Healthcare
1179,Quick Hub,Dining
1180,Quick Store,Travel
1181,Elite Mart,Entertainment
1182,Metro Hub,Entertainment
1183,Urban Store,E-commerce
1184,Prime Store,E-commerce
1185,Prime Store,Fashion
1186,Prime Mart,Fuel
1187,Metro Hub,Travel
1188,Prime Hub,Fashion
1189,Urban Store,Fashion
1190,Quick Store,Electronics
1191,Metro Mart,Grocery
1192,Metro Cafe,Electronics
1193,Metro Store,Entertainment
1194,Urban Store,Entertainment
1195,Elite Hub,Utilities
1196,Quick Hub,Travel
1197,Quick Store,Electronics
1198,Prime Fuel,Electronics
1199,Prime Fuel,Fuel
1200,Prime Hub,Travel
1201,Urban Hub,E-commerce
1202,Elite Cafe,Fashion
1203,Urban Mart,Electronics
1204,Elite Cafe,Electronics
1205,Metro Cafe,Travel
1206,Prime Mart,Utilities
1207,Prime Fuel,Travel
1208,Metro Cafe,Dining
1209,Metro Mart,Dining
1210,Prime Fuel,Dining
1211,Elite Fuel,Utilities
1212,Metro Hub,Fashion
1213,Quick Fuel,Healthcare
1214,Elite Cafe,Healthcare
1215,Prime Cafe,Travel
1216,Urban Fuel,Healthcare
1217,Quick Store,E-commerce
1218,Metro Cafe,Dining
1219,Quick Store,Fashion
1220,Urban Hub,E-commerce
1221,Prime Cafe,Dining
1222,Urban Store,Grocery
1223,Prime Mart,E-commerce
1224,Urban Cafe,Fashion
1225,Urban Fuel,Healthcare
1226,Quick Mart,Travel
1227,Metro Cafe,Utilities
1228,Quick Hub,Electronics
1229,Elite Cafe,Utilities
1230,Elite Hub,E-commerce
1231,Urban Mart,Entertainment
1232,Prime Mart,Grocery
1233,Metro Fuel,Utilities
1234,Elite Hub,Fuel
1235,Prime Hub,Healthcare
1236,Prime Mart,Fuel
1237,Urban Hub,Dining
1238,Elite Store,Entertainment
1239,Urban Mart,Fuel
1240,Urban Store,E-commerce
1241,Metro Fuel,E-commerce
1242,Metro Cafe,Travel
1243,Metro Store,Grocery
1244,Quick Hub,Grocery
1245,Elite Fuel,Entertainment
1246,Prime Hub,Healthcare
1247,Quick Fuel,Fashion
1248,Metro Mart,Fashion
1249,Urban Store,Utilities
1250,Urban Mart,Utilities
1251,Urban Fuel,Fuel
1252,Quick Cafe,Fashion
1253,Urban Store,Electronics
1254,Urban Cafe,Dining
1255,Prime Store,Entertainment
1256,Elite Hub,Utilities
1257,Prime Fuel,Electronics
1258,Elite Store,Electronics
1259,Prime Store,Healthcare
1260,Metro Fuel,Fuel
1261,Quick Fuel,E-commerce
1262,Urban Fuel,Fuel
1263,Quick Fuel,Dining
1264,Metro Hub,Electronics
1265,Urban Mart,Dining
1266,Elite Hub,Dining
1267,Quick Store,Dining
1268,Quick Hub,Fashion
1269,Quick Mart,E-commerce
1270,Urban Store,Fuel
1271,Elite Cafe,Dining
1272,Elite Fuel,Grocery
1273,Metro Hub,Fashion
1274,Metro Fuel,Utilities
1275,Metro Fuel,Utilities
1276,Quick Hub,Electronics
1277,Urban Mart,Dining
1278,Prime Mart,Electronics
1279,Quick Cafe,E-commerce
1280,Prime Mart,Dining
1281,Metro Fuel,E-commerce
1282,Urban Hub,Electronics
1283,Prime Mart,Electronics
1284,Prime Fuel,Entertainment
1285,Quick Mart,E-commerce
1286,Urban Cafe,Electronics
1287,Quick Fuel,Dining
1288,Urban Fuel,Utilities
1289,Prime Cafe,Electronics
1290,Quick Fuel,E-commerce
1291,Metro Cafe,Healthcare
1292,Prime Mart,Electronics
1293,Elite Cafe,Fashion
1294,Quick Hub,Travel
1295,Urban Fuel,Entertainment
1296,Urban Store,Dining
1297,Prime Store,Utilities
1298,Metro Cafe,Travel
1299,Quick Cafe,Fuel
1300,Prime Store,Grocery
1301,Prime Mart,E-commerce
1302,Prime Hub,Grocery
1303,Prime Mart,Fashion
1304,Elite Fuel,Healthcare
1305,Prime Cafe,Fuel
1306,Prime Mart,Fashion
1307,Urban Cafe,Fuel
1308,Elite Hub,Dining
1309,Elite Fuel,Entertainment
1310,Prime Hub,Fashion
1311,Metro Hub,Electronics
1312,Prime Cafe,Healthcare
1313,Elite Fuel,E-commerce
1314,Urban Fuel,Fuel
1315,Quick Cafe,Electronics
1316,Quick Cafe,Travel
1317,Quick Cafe,Grocery
1318,Metro Fuel,Electronics
1319,Urban Mart,Grocery
1320,Metro Store,Fuel
1321,Metro Mart,Entertainment
1322,Quick Hub,E-commerce
1323,Urban Hub,Healthcare
1324,Elite Mart,Healthcare
1325,Metro Fuel,Fuel
1326,Metro Cafe,Fuel
1327,Urban Store,E-commerce
1328,Elite Store,Grocery
1329,Urban Mart,Utilities
1330,Elite Store,Fuel
1331,Elite Mart,Electronics
1332,Elite Cafe,Dining
1333,Urban Store,Fuel
1334,Urban Store,Entertainment
1335,Prime Fuel,Utilities
1336,Urban Store,E-commerce
1337,Urban Store,Grocery
1338,Urban Hub,Utilities
1339,Prime Store,E-commerce
1340,Urban Fuel,Healthcare
1341,Urban Hub,Travel
1342,Prime Cafe,Dining
1343,Elite Hub,Utilities
1344,Urban Cafe,Grocery
1345,Metro Cafe,Fashion
1346,Prime Cafe,Travel
1347,Prime Cafe,Dining
1348,Urban Cafe,Electronics
1349,Elite Fuel,Electronics
1350,Prime Mart,Grocery
1351,Quick Store,Travel
1352,Urban Mart,Healthcare
1353,Metro Fuel,Dining
1354,Quick Mart,Entertainment
1355,Quick Fuel,Entertainment
1356,Metro Cafe,Fuel
1357,Prime Hub,Grocery
1358,Elite Mart,Healthcare
1359,Urban Hub,Entertainment
1360,Quick Mart,Fashion
1361,Urban Hub,Healthcare
1362,Urban Store,Electronics
1363,Metro Cafe,E-commerce
1364,Prime Hub,Fashion
1365,Elite Mart,Entertainment
1366,Quick Mart,Healthcare
1367,Urban Fuel,Travel
1368,Urban Store,Travel
1369,Metro Mart,Fuel
1370,Metro Hub,Entertainment
1371,Metro Hub,Fuel
1372,Prime Cafe,Fuel
1373,Quick Fuel,Electronics
1374,Prime Store,Dining
1375,Urban Cafe,Travel
1376,Urban Hub,Entertainment
1377,Urban Store,Utilities
1378,Quick Hub,Fashion
1379,Elite Cafe,Entertainment
1380,Metro Store,Utilities
1381,Urban Hub,E-commerce
1382,Elite Mart,Travel
1383,Urban Cafe,Healthcare
1384,Elite Store,Dining
1385,Quick Hub,Travel
1386,Elite Store,Healthcare
1387,Urban Fuel,Dining
1388,Quick Fuel,Travel
1389,Prime Fuel,Fuel
1390,Prime Fuel,Travel
1391,Quick Mart,Healthcare
1392,Quick Fuel,Grocery
1393,Elite Hub,Utilities
1394,Elite Fuel,Travel
1395,Elite Hub,E-commerce
1396,Metro Store,Healthcare
1397,Quick Fuel,Healthcare
1398,Urban Store,Grocery
1399,Metro Hub,Electronics
1400,Quick Hub,Fuel
1401,Elite Mart,Grocery
1402,Elite Mart,E-commerce
1403,Prime Mart,Dining
1404,Quick Store,Healthcare
1405,Quick Mart,Healthcare
1406,Prime Fuel,Utilities
1407,Elite Cafe,Electronics
1408,Quick Hub,Entertainment
1409,Urban Hub,Healthcare
1410,Prime Store,Utilities
1411,Metro Hub,Travel
1412,Prime Mart,Electronics
1413,Elite Fuel,Fuel
1414,Metro Hub,Entertainment
1415,Elite Cafe,Grocery
1416,Prime Mart,E-commerce
1417,Metro Cafe,Entertainment
1418,Quick Cafe,E-commerce
1419,Elite Hub,Grocery
1420,Elite Store,Grocery
1421,Prime Mart,Healthcare
1422,Metro Mart,Entertainment
1423,Elite Fuel,Healthcare
1424,Urban Store,Fuel
1425,Quick Hub,Dining
1426,Urban Fuel,Fashion
1427,Metro Store,Healthcare
1428,Urban Cafe,Fashion
1429,Metro Mart,Fuel
1430,Prime Hub,Grocery
1431,Metro Store,E-commerce
1432,Metro Hub,Utilities
1433,Quick Mart,Fashion
1434,Metro Mart,Healthcare
1435,Metro Fuel,Travel
1436,Urban Hub,Healthcare
1437,Prime Cafe,Healthcare
1438,Urban Hub,Healthcare
1439,Prime Cafe,Electronics
1440,Prime Fuel,Healthcare
1441,Prime Store,Travel
1442,Urban Hub,Fuel
1443,Metro Store,Dining
1444,Elite Hub,Electronics
1445,Prime Store,Electronics
1446,Quick Mart,E-commerce
1447,Elite Store,Dining
1448,Urban Cafe,E-commerce
1449,Elite Mart,Fuel
1450,Prime Store,Utilities
1451,Elite Cafe,Dining
1452,Urban Cafe,E-commerce
1453,Metro Hub,Fashion
1454,Urban Fuel,Fashion
1455,Metro Fuel,Fashion
1456,Metro Mart,Utilities
1457,Quick Mart,Utilities
1458,Metro Mart,Dining
1459,Quick Fuel,Healthcare
1460,Elite Hub,Fuel
1461,Quick Mart,Fuel
1462,Metro Store,E-commerce
1463,Elite Mart,Entertainment
1464,Quick Mart,Utilities
1465,Urban Store,Entertainment
1466,Quick Fuel,E-commerce
1467,Elite Cafe,Utilities
1468,Urban Hub,Utilities
1469,Elite Fuel,Entertainment
1470,Quick Store,E-commerce
1471,Elite Fuel,Healthcare
1472,Elite Store,Fuel
1473,Prime Fuel,Entertainment
1474,Urban Cafe,Dining
1475,Elite Fuel,Travel
1476,Urban Cafe,Grocery
1477,Elite Fuel,Utilities
1478,Metro Cafe,Dining
1479,Quick Fuel,Fuel
1480,Prime Mart,Fashion
1481,Metro Hub,Utilities
1482,Metro Mart,E-commerce
1483,Urban Cafe,E-commerce
1484,Quick Hub,Fuel
1485,Quick Store,Electronics
1486,Elite Fuel,E-commerce
1487,Quick Store,Fuel
1488,Quick Cafe,Travel
1489,Metro Hub,Entertainment
1490,Elite Mart,Fuel
1491,Elite Cafe,Travel
1492,Quick Mart,Travel
1493,Elite Store,Utilities
1494,Urban Cafe,E-commerce
1495,Prime Fuel,Entertainment
1496,Elite Cafe,Utilities
1497,Urban Hub,Utilities
1498,Metro Hub,Grocery
1499,Prime Store,Utilities
1500,Prime Cafe,Healthcare
1501,Metro Cafe,Travel
1502,Quick Fuel,Dining
1503,Prime Hub,Travel
1504,Prime Cafe,Utilities
1505,Elite Store,Utilities
1506,Metro Cafe,Dining
1507,Metro Fuel,E-commerce
1508,Prime Hub,Dining
1509,Metro Mart,Utilities
1510,Quick Fuel,E-commerce
1511,Metro Mart,Fashion
1512,Prime Mart,Electronics
1513,Urban Hub,Travel
1514,Quick Store,Fashion
1515,Metro Fuel,Entertainment
1516,Metro Store,Electronics
1517,Quick Store,E-commerce
1518,Quick Cafe,Entertainment
1519,Metro Fuel,Grocery
1520,Prime Fuel,Entertainment
1521,Elite Hub,Utilities
1522,Prime Mart,Electronics
1523,Quick Cafe,Travel
1524,Elite Mart,Dining
1525,Urban Cafe,Travel
1526,Elite Fuel,Fuel
1527,Metro Hub,Grocery
1528,Prime Mart,Travel
1529,Quick Mart,Entertainment
1530,Quick Hub,Healthcare
1531,Metro Hub,Entertainment
1532,Elite Fuel,Entertainment
1533,Elite Fuel,Fashion
1534,Urban Store,Fuel
1535,Quick Store,Grocery
1536,Quick Hub,Healthcare
1537,Elite Hub,Dining
1538,Urban Store,Electronics
1539,Elite Cafe,E-commerce
1540,Elite Cafe,Grocery
1541,Metro Fuel,Fashion
1542,Quick Mart,Healthcare
1543,Elite Cafe,Healthcare
1544,Elite Cafe,Utilities
1545,Quick Fuel,Grocery
1546,Urban Cafe,Electronics
1547,Prime Mart,Dining
1548,Elite Hub,Utilities
1549,Elite Store,Fuel
1550,Metro Hub,Fashion
1551,Elite Cafe,Travel
1552,Elite Store,Entertainment
1553,Quick Hub,Healthcare
1554,Elite Hub,Utilities
1555,Metro Hub,Grocery
1556,Urban Mart,Grocery
1557,Elite Mart,Electronics
1558,Elite Store,Fashion
1559,Urban Mart,Healthcare
1560,Urban Fuel,Travel
1561,Quick Store,Utilities
1562,Quick Cafe,E-commerce
1563,Prime Cafe,Entertainment
1564,Urban Cafe,Grocery
1565,Quick Store,Dining
1566,Metro Store,Fuel
1567,Prime Store,Dining
1568,Metro Store,Grocery
1569,Quick Cafe,Fuel
1570,Elite Cafe,Utilities
1571,Quick Fuel,Fashion
1572,Prime Mart,Healthcare
1573,Elite Hub,Travel
1574,Prime Cafe,Electronics
1575,Metro Mart,E-commerce
1576,Quick Store,Dining
1577,Quick Fuel,Electronics
1578,Quick Store,Fuel
1579,Metro Fuel,Fashion
1580,Urban Mart,Grocery
1581,Metro Fuel,Healthcare
1582,Metro Mart,Fuel
1583,Urban Fuel,Fashion
1584,Metro Cafe,Fashion
1585,Metro Hub,Entertainment
1586,Elite Fuel,Entertainment
1587,Metro Hub,Electronics
1588,Urban Store,Healthcare
1589,Quick Cafe,Electronics
1590,Prime Cafe,Fashion
1591,Elite Mart,Entertainment
1592,Metro Hub,Electronics
1593,Prime Fuel,Fuel
1594,Urban Hub,Dining
1595,Elite Mart,Grocery
1596,Elite Mart,Dining
1597,Elite Fuel,Entertainment
1598,Urban Mart,Dining
1599,Urban Hub,Fuel
1600,Urban Hub,Grocery
1601,Elite Fuel,Grocery
1602,Metro Cafe,Utilities
1603,Prime Fuel,Utilities
1604,Metro Cafe,Electronics
1605,Elite Mart,Dining
1606,Metro Cafe,Fuel
1607,Prime Mart,Healthcare
1608,Metro Cafe,Dining
1609,Quick Mart,Travel
1610,Quick Store,Electronics
1611,Elite Cafe,E-commerce
1612,Urban Cafe,Healthcare
1613,Prime Cafe,Utilities
1614,Urban Hub,Fashion
1615,Urban Cafe,E-commerce
1616,Elite Hub,Grocery
1617,Quick Cafe,Travel
1618,Elite Mart,Fuel
1619,Metro Fuel,E-commerce
1620,Urban Cafe,Dining
1621,Quick Hub,Fuel
1622,Metro Fuel,Utilities
1623,Elite Hub,Fuel
1624,Metro Mart,Grocery
1625,Elite Fuel,E-commerce
1626,Quick Mart,Entertainment
1627,Prime Mart,Fashion
1628,Quick Store,Entertainment
1629,Quick Cafe,Healthcare
1630,Quick Mart,Utilities
1631,Metro Hub,Dining
1632,Elite Hub,Entertainment
1633,Elite Hub,E-commerce
1634,Prime Fuel,E-commerce
1635,Elite Hub,Healthcare
1636,Elite Mart,Healthcare
1637,Prime Fuel,Fuel
1638,Quick Fuel,Utilities
1639,Elite Store,E-commerce
1640,Metro Cafe,Fuel
1641,Urban Hub,Fuel
1642,Elite Hub,Fashion
1643,Metro Hub,Dining
1644,Urban Cafe,Dining
1645,Quick Cafe,Fashion
1646,Prime Cafe,E-commerce
1647,Urban Hub,Fashion
1648,Elite Hub,Fashion
1649,Urban Cafe,Grocery
1650,Prime Cafe,Entertainment
1651,Elite Store,Fuel
1652,Prime Store,Fashion
1653,Metro Cafe,Dining
1654,Metro Store,Fashion
1655,Prime Fuel,Utilities
1656,Metro Hub,Dining
1657,Urban Hub,Grocery
1658,Quick Mart,Fashion
1659,Metro Fuel,Fashion
1660,Prime Mart,Dining
1661,Metro Hub,Electronics
1662,Metro Cafe,Fashion
1663,Urban Hub,Grocery
1664,Metro Fuel,Fuel
1665,Metro Hub,Electronics
1666,Elite Store,Utilities
1667,Urban Mart,Utilities
1668,Urban Fuel,E-commerce
1669,Elite Mart,Fuel
1670,Elite Fuel,Electronics
1671,Quick Fuel,Fuel
1672,Quick Mart,Fuel
1673,Urban Hub,E-commerce
1674,Prime Store,Fashion
1675,Elite Mart,E-commerce
1676,Elite Store,Grocery
1677,Metro Mart,E-commerce
1678,Prime Store,Travel
1679,Urban Cafe,Travel
1680,Elite Store,Utilities
1681,Elite Mart,Grocery
1682,Metro Fuel,Entertainment
1683,Prime Fuel,Fashion
1684,Urban Cafe,Dining
1685,Elite Mart,Travel
1686,Prime Mart,Dining
1687,Prime Store,Fashion
1688,Metro Fuel,E-commerce
1689,Urban Store,Travel
1690,Elite Cafe,Dining
1691,Urban Hub,Fashion
1692,Quick Store,Healthcare
1693,Metro Mart,Entertainment
1694,Urban Hub,Grocery
1695,Elite Mart,Dining
1696,Elite Cafe,Grocery
1697,Quick Cafe,E-commerce
1698,Metro Fuel,Travel
1699,Metro Hub,Fuel
1700,Urban Hub,Grocery
1701,Quick Hub,Dining
1702,Metro Fuel,Travel
1703,Urban Hub,Fuel
1704,Prime Store,Grocery
1705,Metro Store,Dining
1706,Prime Fuel,Healthcare
1707,Urban Store,Healthcare
1708,Prime Cafe,Healthcare
1709,Metro Mart,E-commerce
1710,Prime Store,Utilities
1711,Quick Store,Travel
1712,Prime Mart,E-commerce
1713,Elite Fuel,Grocery
1714,Metro Cafe,Utilities
1715,Metro Cafe,Healthcare
1716,Prime Fuel,Dining
1717,Metro Cafe,Travel
1718,Metro Cafe,Healthcare
1719,Prime Cafe,Utilities
1720,Urban Cafe,Dining
1721,Elite Store,Utilities
1722,Prime Mart,Fashion
1723,Prime Fuel,Dining
1724,Metro Fuel,Fuel
1725,Prime Store,Grocery
1726,Quick Hub,Utilities
1727,Quick Cafe,Utilities
1728,Quick Mart,Fuel
1729,Metro Cafe,Grocery
1730,Quick Store,E-commerce
1731,Urban Store,Grocery
1732,Metro Cafe,E-commerce
1733,Elite Fuel,Dining
1734,Metro Hub,Electronics
1735,Prime Hub,Fuel
1736,Quick Cafe,Electronics
1737,Prime Store,Dining
1738,Urban Mart,Dining
1739,Urban Fuel,Fashion
1740,Quick Mart,Dining
1741,Prime Cafe,Dining
1742,Elite Fuel,Grocery
1743,Metro Fuel,Fuel
1744,Quick Hub,Dining
1745,Prime Hub,Utilities
1746,Quick Mart,Fashion
1747,Prime Store,Dining
1748,Prime Store,Travel
1749,Elite Cafe,Electronics
1750,Metro Store,Entertainment
1751,Prime Cafe,Fuel
1752,Metro Fuel,Travel
1753,Elite Hub,Fuel
1754,Urban Mart,Utilities
1755,Quick Hub,Travel
1756,Urban Fuel,Entertainment
1757,Metro Hub,Healthcare
1758,Prime Mart,Travel
1759,Metro Fuel,E-commerce
1760,Urban Fuel,Utilities
1761,Metro Cafe,Utilities
1762,Quick Fuel,Electronics
1763,Urban Fuel,Dining
1764,Prime Cafe,Travel
1765,Elite Hub,Entertainment
1766,Elite Hub,Fuel
1767,Prime Fuel,Utilities
1768,Prime Fuel,Grocery
1769,Urban Fuel,Entertainment
1770,Prime Cafe,Fashion
1771,Prime Fuel,Fuel
1772,Prime Cafe,Travel
1773,Urban Store,Fuel
1774,Quick Hub,Travel
1775,Urban Cafe,E-commerce
1776,Prime Mart,Fashion
1777,Quick Store,Travel
1778,Urban Fuel,Fashion
1779,Metro Mart,Utilities
1780,Elite Hub,Grocery
1781,Metro Fuel,Dining
1782,Prime Store,Fuel
1783,Metro Hub,Fuel
1784,Quick Hub,Fashion
1785,Urban Cafe,Travel
1786,Urban Hub,Electronics
1787,Urban Fuel,Entertainment
1788,Elite Mart,Travel
1789,Elite Cafe,Electronics
1790,Urban Hub,Fuel
1791,Metro Cafe,Fashion
1792,Urban Fuel,E-commerce
1793,Elite Mart,Healthcare
1794,Prime Store,Fuel
1795,Quick Mart,E-commerce
1796,Prime Mart,E-commerce
1797,Metro Mart,Dining
1798,Elite Store,Dining
1799,Prime Fuel,Travel
1800,Quick Cafe,Healthcare
1801,Quick Cafe,Dining
1802,Urban Mart,Electronics
1803,Metro Cafe,Travel
1804,Prime Hub,Electronics
1805,Prime Fuel,Entertainment
1806,Metro Fuel,Fashion
1807,Quick Store,Electronics
1808,Prime Store,Grocery
1809,Metro Hub,Fashion
1810,Urban Store,Utilities
1811,Elite Cafe,Utilities
1812,Metro Fuel,Dining
1813,Elite Cafe,Dining
1814,Metro Fuel,Dining
1815,Quick Hub,Fuel
1816,Elite Fuel,Grocery
1817,Prime Mart,E-commerce
1818,Urban Hub,Travel
1819,Prime Fuel,Utilities
1820,Quick Fuel,Entertainment
1821,Elite Store,Healthcare
1822,Metro Cafe,Fashion
1823,Metro Mart,E-commerce
1824,Quick Store,Electronics
1825,Metro Hub,E-commerce
1826,Metro Cafe,Utilities
1827,Quick Store,Electronics
1828,Prime Fuel,Healthcare
1829,Urban Mart,Healthcare
1830,Metro Mart,Utilities
1831,Quick Fuel,Fashion
1832,Quick Cafe,Dining
1833,Elite Hub,Travel
1834,Urban Fuel,Entertainment
1835,Quick Fuel,Electronics
1836,Metro Store,Fashion
1837,Urban Store,Healthcare
1838,Elite Cafe,E-commerce
1839,Urban Hub,Fuel
1840,Quick Hub,Fashion
1841,Quick Cafe,Healthcare
1842,Metro Cafe,Electronics
1843,Metro Cafe,Utilities
1844,Prime Fuel,Utilities
1845,Metro Store,E-commerce
1846,Prime Store,Healthcare
1847,Quick Store,Fashion
1848,Elite Fuel,Fashion
1849,Elite Mart,E-commerce
1850,Urban Mart,Travel
1851,Prime Cafe,Utilities
1852,Quick Fuel,E-commerce
1853,Prime Hub,Fashion
1854,Prime Mart,Fashion
1855,Metro Hub,Fashion
1856,Metro Mart,E-commerce
1857,Prime Mart,Entertainment
1858,Urban Store,Entertainment
1859,Elite Cafe,Utilities
1860,Elite Cafe,Entertainment
1861,Prime Mart,Fashion
1862,Urban Mart,Healthcare
1863,Prime Hub,Grocery
1864,Metro Store,Fuel
1865,Metro Store,Travel
1866,Urban Cafe,Grocery
1867,Metro Cafe,Dining
1868,Quick Fuel,Dining
1869,Quick Store,Travel
1870,Prime Mart,Travel
1871,Urban Store,Grocery
1872,Prime Cafe,Healthcare
1873,Prime Hub,Grocery
1874,Quick Hub,Electronics
1875,Quick Cafe,Entertainment
1876,Metro Mart,Healthcare
1877,Quick Store,Dining
1878,Prime Mart,E-commerce
1879,Urban Fuel,Dining
1880,Prime Hub,Entertainment
1881,Urban Mart,Dining
1882,Elite Mart,Healthcare
1883,Metro Fuel,Travel
1884,Quick Fuel,E-commerce
1885,Metro Hub,Entertainment
1886,Elite Cafe,Travel
1887,Urban Mart,Travel
1888,Urban Hub,Fuel
1889,Prime Cafe,E-commerce
1890,Urban Fuel,Dining
1891,Quick Cafe,Grocery
1892,Metro Mart,Fuel
1893,Prime Hub,Fashion
1894,Metro Fuel,Electronics
