customer_id,total_spend,avg_ticket_size,txn_count,last_txn_date,first_txn_date,merchant_diversity,recency_days,frequency,monetary,active_days,spend_velocity,decline_rate,dispute_rate,late_night_ratio,avg_utilisation,income_band,city,age,R_score,F_score,M_score,RFM_score,rfm_segment
9589,20600.059999999998,1287.5037499999999,16,2025-06-16 07:57:00,2024-09-27 14:50:00,8,13,16,20600.059999999998,261,78.93,0.0,0.0,0.25,0.103,Low,Chennai,27,4,3,2,9,At Risk
9591,22000.61,1692.3546153846155,13,2025-06-13 10:11:00,2024-02-03 23:59:00,6,16,13,22000.61,495,44.45,0.0,0.0,0.2308,0.044,Premium,Hyderabad,28,3,2,2,7,At Risk
9592,28074.3,2339.525,12,2025-06-03 09:54:00,2023-12-04 19:03:00,8,26,12,28074.3,546,51.42,0.0769,0.0,0.1538,0.1872,High,Kolkata,46,3,2,3,8,At Risk
9593,57342.38,3018.02,19,2025-06-19 10:25:00,2023-11-04 22:34:00,9,10,19,57342.38,592,96.86,0.1364,0.0,0.2273,0.21164999999999998,Low,Hyderabad,59,4,3,5,12,Loyal
9594,41778.58,2198.8726315789477,19,2025-05-29 21:49:00,2023-07-04 00:11:00,10,31,19,41778.58,695,60.11,0.0,0.0,0.1053,0.8356,Medium,Chennai,27,2,3,4,9,At Risk
9595,78655.61,2125.8272972972973,37,2025-06-23 22:08:00,2023-11-27 20:38:00,10,6,37,78655.61,574,137.03,0.0,0.0,0.1622,0.2507,Low,Chandigarh,30,5,5,5,15,Champions
9596,5062.639999999999,843.7733333333332,6,2024-09-28 15:44:00,2023-07-26 07:57:00,5,274,6,5062.639999999999,430,11.77,0.0,0.0,0.3333,0.0169,Medium,Pune,27,1,1,1,3,Lost
9597,87088.31,1814.3397916666665,48,2025-06-01 13:05:00,2023-07-25 06:11:00,9,28,48,87088.31,677,128.64,0.037,0.0741,0.4074,0.1168,Medium,Mumbai,65,3,5,5,13,Champions
9598,13460.720000000001,1682.5900000000001,8,2025-05-25 23:09:00,2023-11-16 16:26:00,5,35,8,13460.720000000001,556,24.21,0.0,0.1111,0.4444,0.1795,Low,Delhi,25,2,1,1,4,Lost
9599,9389.93,1341.4185714285716,7,2025-06-24 06:16:00,2024-10-11 04:52:00,6,5,7,9389.93,256,36.68,0.0,0.0,0.1429,0.0939,Medium,Delhi,71,5,1,1,7,At Risk
9600,30922.93,2378.686923076923,13,2025-05-22 20:17:00,2024-09-21 15:14:00,8,38,13,30922.93,243,127.25,0.0714,0.0,0.2857,0.3092,Medium,Chennai,68,2,2,3,7,At Risk
9601,100894.75,1940.2836538461538,52,2025-06-19 20:24:00,2023-12-09 01:11:00,10,10,52,100894.75,558,180.81,0.037,0.0,0.1296,0.12833999999999998,Medium,Pune,40,4,5,5,14,Champions
9603,68595.49,2365.361724137931,29,2025-06-23 02:49:00,2023-12-27 10:57:00,9,6,29,68595.49,543,126.33,0.0333,0.0,0.2,0.08016666666666668,Low,Chennai,28,5,5,5,15,Champions
9605,47993.94,1919.7576000000001,25,2025-05-07 11:03:00,2024-02-07 04:08:00,10,53,25,47993.94,455,105.48,0.037,0.037,0.2222,0.1774,Medium,Hyderabad,56,2,4,4,10,Loyal
9606,60459.51,2325.3657692307693,26,2025-04-09 08:45:00,2023-09-30 21:09:00,9,81,26,60459.51,556,108.74,0.0,0.037,0.3704,0.1364,Medium,Pune,56,1,4,5,10,Loyal
9607,22208.04,1110.402,20,2025-06-09 00:38:00,2023-05-15 00:33:00,10,20,20,22208.04,756,29.38,0.0476,0.0,0.2381,0.07725,Medium,Bangalore,35,3,4,2,9,At Risk
9609,27939.03,2793.903,10,2025-05-11 02:18:00,2024-07-15 22:10:00,8,49,10,27939.03,299,93.44,0.0769,0.1538,0.2308,0.2794,Medium,Chennai,48,2,2,3,7,At Risk
9610,54225.770000000004,2357.6421739130437,23,2025-06-15 21:31:00,2024-02-09 05:05:00,10,14,23,54225.770000000004,492,110.21,0.08,0.0,0.28,0.09040000000000001,Medium,Delhi,50,4,4,4,12,Loyal
9611,10081.59,1120.1766666666667,9,2025-03-08 17:22:00,2023-05-31 02:17:00,8,113,9,10081.59,647,15.58,0.0,0.1,0.5,0.0672,Medium,Mumbai,34,1,1,1,3,Lost
9613,28261.5,2826.15,10,2025-05-14 04:29:00,2024-03-17 17:08:00,7,46,10,28261.5,422,66.97,0.0909,0.0,0.4545,0.2826,Medium,Kolkata,53,2,2,3,7,At Risk
9614,30132.46,2152.3185714285714,14,2025-05-20 16:43:00,2024-11-06 06:00:00,8,40,14,30132.46,195,154.53,0.0,0.0,0.2143,0.2009,High,Hyderabad,45,2,3,3,8,At Risk
9616,24067.74,2005.6450000000002,12,2025-05-24 19:57:00,2024-04-25 23:55:00,7,36,12,24067.74,393,61.24,0.0,0.0769,0.1538,0.2407,Low,Chennai,34,2,2,2,6,Lost
9617,91519.86,2079.996818181818,44,2025-06-16 08:43:00,2024-01-12 16:34:00,10,13,44,91519.86,520,176.0,0.0217,0.0217,0.087,0.11904999999999999,Low,Delhi,37,4,5,5,14,Champions
9618,41885.75,2463.8676470588234,17,2025-06-19 12:51:00,2024-08-30 07:52:00,8,10,17,41885.75,293,142.95,0.0556,0.0,0.1667,0.1295,Low,Chandigarh,63,4,3,4,11,Loyal
9619,41346.229999999996,2953.3021428571424,14,2025-05-20 18:17:00,2024-07-03 02:37:00,6,40,14,41346.229999999996,321,128.8,0.2222,0.0,0.5556,0.3069,Low,Kolkata,25,2,3,4,9,At Risk
9620,29368.77,1835.548125,16,2025-03-25 04:18:00,2023-06-22 15:38:00,7,96,16,29368.77,641,45.82,0.0,0.0588,0.2941,0.1958,Premium,Kolkata,27,1,3,3,7,At Risk
9621,87626.88,2738.34,32,2025-06-10 08:30:00,2024-01-30 11:14:00,10,19,32,87626.88,496,176.67,0.0303,0.0,0.303,0.6621,High,Chennai,27,3,5,5,13,Champions
9623,37361.04,1624.393043478261,23,2025-06-14 05:12:00,2024-04-17 17:37:00,8,15,23,37361.04,422,88.53,0.08,0.0,0.24,0.1645,Low,Kolkata,64,3,4,3,10,Loyal
9625,36643.36,1593.1895652173914,23,2025-06-24 09:20:00,2024-10-15 22:49:00,10,5,23,36643.36,251,145.99,0.0,0.0,0.3913,0.2212,Premium,Chandigarh,36,5,4,3,12,Loyal
9626,40548.36,1843.1072727272729,22,2025-04-27 15:41:00,2024-04-30 22:50:00,9,63,22,40548.36,361,112.32,0.0417,0.0417,0.1667,0.08215,Medium,Hyderabad,38,1,4,4,9,At Risk
9627,38036.14,1653.7452173913043,23,2025-06-07 17:53:00,2023-12-12 07:03:00,10,22,23,38036.14,543,70.05,0.08,0.0,0.12,0.19019999999999998,Medium,Chandigarh,34,3,4,3,10,Loyal
9629,33456.15,2389.725,14,2025-06-27 21:55:00,2024-05-26 16:16:00,8,2,14,33456.15,397,84.27,0.0625,0.0625,0.375,0.06849999999999999,Medium,Hyderabad,61,5,3,3,11,Loyal
9630,33549.57,1973.5041176470588,17,2025-05-14 06:14:00,2024-07-28 12:30:00,10,46,17,33549.57,289,116.09,0.1818,0.0455,0.1818,0.149,High,Kolkata,71,2,3,3,8,At Risk
9632,13359.68,1908.5257142857142,7,2025-06-13 04:01:00,2024-09-19 04:31:00,5,16,7,13359.68,266,50.22,0.0,0.125,0.625,0.1781,Premium,Chennai,71,3,1,1,5,Lost
9633,63474.840000000004,2115.828,30,2025-06-04 20:30:00,2024-02-17 06:40:00,10,25,30,63474.840000000004,473,134.2,0.0323,0.0,0.1613,0.12156666666666667,Low,Delhi,73,3,5,5,13,Champions
9634,40247.77,2367.515882352941,17,2025-06-05 02:40:00,2023-11-05 19:22:00,10,24,17,40247.77,577,69.75,0.0556,0.0,0.3333,0.13419999999999999,High,Delhi,24,3,3,4,10,Loyal
9636,41658.16,2975.5828571428574,14,2025-06-08 10:52:00,2024-05-10 02:23:00,10,21,14,41658.16,394,105.73,0.0,0.0,0.2857,0.8332,High,Chandigarh,27,3,3,4,10,Loyal
9637,58333.44,2011.497931034483,29,2025-05-07 21:13:00,2023-05-23 18:40:00,10,53,29,58333.44,715,81.59,0.1351,0.0811,0.1892,0.58335,Low,Delhi,74,2,5,5,12,Loyal
9638,64489.26,1842.5502857142858,35,2025-06-12 23:42:00,2023-12-31 14:57:00,9,17,35,64489.26,529,121.91,0.0526,0.0263,0.3158,0.13895000000000002,Medium,Mumbai,46,3,5,5,13,Champions
9639,23245.22,2905.6525,8,2025-04-01 08:27:00,2023-09-03 16:23:00,4,89,8,23245.22,575,40.43,0.1111,0.0,0.3333,0.1162,Medium,Delhi,18,1,1,2,4,Lost
9640,69452.19,2394.903103448276,29,2025-06-26 01:22:00,2024-05-19 23:50:00,10,3,29,69452.19,402,172.77,0.0294,0.1176,0.2647,0.22176666666666667,Low,Bangalore,50,5,5,5,15,Champions
9641,18587.2,1689.7454545454545,11,2025-04-23 00:11:00,2024-06-06 18:09:00,7,67,11,18587.2,320,58.08,0.0,0.0,0.1818,0.1239,Medium,Chennai,28,1,2,2,5,Lost
9642,22212.35,2776.54375,8,2025-05-25 12:18:00,2024-05-23 16:46:00,6,35,8,22212.35,366,60.69,0.1111,0.0,0.1111,0.2221,Premium,Hyderabad,37,2,1,2,5,Lost
9643,33024.56,1738.1347368421052,19,2025-05-15 21:13:00,2023-10-12 14:16:00,8,45,19,33024.56,581,56.84,0.05,0.0,0.3,0.2202,High,Kolkata,51,2,3,3,8,At Risk
9645,25988.31,2165.6925,12,2025-06-29 22:24:00,2024-02-04 19:20:00,8,0,12,25988.31,511,50.86,0.0,0.0769,0.4615,0.1733,Premium,Kolkata,70,5,2,2,9,At Risk
9647,38006.24,2375.39,16,2025-06-27 23:18:00,2023-10-10 03:07:00,9,2,16,38006.24,626,60.71,0.1818,0.0909,0.4091,0.09935000000000001,Low,Bangalore,55,5,3,3,11,Loyal
9648,33373.32,1390.555,24,2025-05-29 07:10:00,2023-06-29 11:56:00,8,31,24,33373.32,699,47.74,0.04,0.0,0.2,0.0922,Premium,Hyderabad,34,2,4,3,9,At Risk
9650,57313.31,2292.5324,25,2025-06-26 13:47:00,2023-12-27 22:11:00,10,3,25,57313.31,546,104.97,0.0385,0.0,0.2692,0.11206666666666666,Medium,Chennai,43,5,4,5,14,Champions
9651,43355.23,3096.8021428571433,14,2025-05-23 05:01:00,2024-03-12 19:05:00,9,37,14,43355.23,436,99.44,0.0667,0.0,0.3333,0.07995,Low,Hyderabad,47,2,3,4,9,At Risk
9652,23612.89,1816.3761538461538,13,2025-03-25 20:28:00,2023-10-06 22:21:00,7,96,13,23612.89,535,44.14,0.0,0.0,0.2308,0.3148,Premium,Delhi,33,1,2,2,5,Lost
9653,23276.04,2909.505,8,2025-02-07 05:13:00,2024-04-28 06:57:00,5,142,8,23276.04,284,81.96,0.0,0.0,0.125,0.0776,Medium,Pune,28,1,1,2,4,Lost
9654,46009.78,1643.2064285714284,28,2025-06-29 19:11:00,2024-08-02 13:02:00,9,0,28,46009.78,331,139.0,0.0345,0.0,0.2069,0.11939999999999999,Medium,Bangalore,43,5,5,4,14,Champions
9655,11056.6,1382.075,8,2024-07-10 14:45:00,2023-03-27 03:30:00,5,354,8,11056.6,471,23.47,0.0,0.0,0.25,0.0147,Medium,Chandigarh,36,1,1,1,3,Lost
9656,24326.41,1737.6007142857143,14,2025-06-27 10:52:00,2023-11-10 21:03:00,9,2,14,24326.41,594,40.95,0.1765,0.0,0.2353,0.028650000000000002,High,Mumbai,52,5,3,2,10,Loyal
9658,53761.97,2688.0985,20,2025-05-27 07:14:00,2023-08-18 07:41:00,7,33,20,53761.97,647,83.09,0.087,0.0435,0.1739,0.24463333333333334,Medium,Bangalore,38,2,4,4,10,Loyal
9659,53921.75,1633.9924242424242,33,2025-06-23 23:29:00,2024-01-12 07:20:00,8,6,33,53921.75,528,102.12,0.0,0.0,0.3333,0.09336666666666667,Low,Chennai,25,5,5,4,14,Champions
9662,29750.81,2479.2341666666666,12,2025-06-12 06:58:00,2024-07-08 22:07:00,5,17,12,29750.81,338,88.02,0.0769,0.0,0.3846,0.595,Medium,Mumbai,41,3,2,3,8,At Risk
9663,30931.54,1546.577,20,2025-04-19 23:54:00,2023-03-12 09:32:00,10,71,20,30931.54,769,40.22,0.0,0.0,0.4,0.17785,Medium,Mumbai,61,1,4,3,8,At Risk
9666,14624.46,1462.446,10,2025-04-02 07:31:00,2023-10-22 22:17:00,6,88,10,14624.46,527,27.75,0.0,0.0,0.1,0.0975,Low,Kolkata,21,1,2,1,4,Lost
9667,61404.22,1615.9005263157894,38,2025-05-30 20:08:00,2024-03-07 18:00:00,9,30,38,61404.22,449,136.76,0.0256,0.0,0.2821,0.25593333333333335,Medium,Pune,55,2,5,5,12,Loyal
9668,8326.95,1387.825,6,2025-06-26 18:59:00,2024-10-25 21:39:00,5,3,6,8326.95,243,34.27,0.0,0.0,0.3333,0.0833,Premium,Kolkata,54,5,1,1,7,At Risk
9669,71684.53,2108.3685294117645,34,2025-06-05 15:13:00,2024-08-30 16:08:00,9,24,34,71684.53,278,257.86,0.1053,0.0,0.1053,0.11302500000000001,Medium,Delhi,64,3,5,5,13,Champions
9670,15547.189999999999,1943.3987499999998,8,2025-06-03 05:58:00,2024-01-16 17:30:00,5,26,8,15547.189999999999,503,30.91,0.1,0.1,0.3,0.1036,Low,Bangalore,54,3,1,1,5,Lost
9672,15632.75,3126.55,5,2025-06-25 09:19:00,2023-10-14 23:23:00,3,4,5,15632.75,619,25.25,0.375,0.0,0.125,0.0521,Low,Chennai,36,5,1,1,7,At Risk
9673,46905.36,1379.5694117647058,34,2025-06-23 18:58:00,2024-03-11 20:56:00,10,6,34,46905.36,468,100.23,0.0286,0.0,0.2,0.09393333333333335,Medium,Delhi,64,5,5,4,14,Champions
9674,18958.61,1354.1864285714287,14,2025-04-23 01:33:00,2023-07-28 05:48:00,6,67,14,18958.61,634,29.9,0.0667,0.0,0.3333,0.1264,Low,Delhi,73,1,3,2,6,Lost
9675,111525.3,1858.755,60,2025-06-22 00:56:00,2023-04-01 23:56:00,10,7,60,111525.3,812,137.35,0.0625,0.0,0.2969,0.23978333333333332,Low,Delhi,47,4,5,5,14,Champions
9676,6671.67,3335.835,2,2024-10-24 00:46:00,2024-10-09 01:32:00,2,248,2,6671.67,14,476.55,0.0,0.0,1.0,0.1334,Premium,Chandigarh,63,1,1,1,3,Lost
9679,34018.7,1790.457894736842,19,2025-05-05 12:19:00,2023-06-27 07:50:00,9,55,19,34018.7,678,50.18,0.05,0.0,0.2,0.099,Low,Bangalore,19,2,3,3,8,At Risk
9680,28178.75,2012.767857142857,14,2025-05-21 08:03:00,2024-09-19 10:35:00,7,39,14,28178.75,243,115.96,0.1667,0.0556,0.2222,0.1173,Premium,Bangalore,45,2,3,3,8,At Risk
9681,15224.32,1171.1015384615384,13,2025-06-03 04:18:00,2024-04-07 00:04:00,7,26,13,15224.32,422,36.08,0.0714,0.0,0.5714,0.0761,High,Delhi,52,3,2,1,6,Lost
9682,4636.36,1159.09,4,2025-02-21 06:30:00,2024-10-24 01:33:00,3,128,4,4636.36,120,38.64,0.0,0.0,0.5,0.0155,Low,Bangalore,48,1,1,1,3,Lost
9683,15850.98,2264.425714285714,7,2025-05-25 23:30:00,2024-06-04 07:35:00,5,35,7,15850.98,355,44.65,0.0,0.0,0.4286,0.1057,Medium,Mumbai,52,2,1,1,4,Lost
9684,13825.36,1152.1133333333335,12,2025-06-27 17:33:00,2024-01-14 02:48:00,8,2,12,13825.36,530,26.09,0.0,0.0,0.4167,0.1843,High,Bangalore,58,5,2,1,8,At Risk
9685,14870.92,1239.2433333333333,12,2025-06-07 05:13:00,2024-08-29 11:56:00,6,22,12,14870.92,281,52.92,0.1429,0.0,0.0,0.0297,Medium,Mumbai,31,3,2,1,6,Lost
9687,43062.6,2050.6,21,2025-03-18 00:04:00,2023-07-16 21:52:00,9,103,21,43062.6,610,70.59,0.087,0.0,0.2609,0.2957,Medium,Hyderabad,56,1,4,4,9,At Risk
9688,15142.91,2163.272857142857,7,2025-06-15 02:07:00,2024-05-13 14:08:00,5,14,7,15142.91,397,38.14,0.2222,0.0,0.1111,0.101,High,Hyderabad,56,4,1,1,6,Lost
9689,19242.09,1749.280909090909,11,2024-12-31 21:57:00,2024-02-29 18:08:00,6,180,11,19242.09,306,62.88,0.0833,0.0,0.3333,0.0385,High,Hyderabad,51,1,2,2,5,Lost
9690,30511.53,2773.7754545454545,11,2025-03-01 03:08:00,2023-03-20 22:55:00,6,120,11,30511.53,711,42.91,0.0,0.0,0.2727,0.2034,High,Chennai,43,1,2,3,6,Lost
9691,11502.789999999999,1150.279,10,2025-06-14 19:40:00,2024-09-11 05:54:00,6,15,10,11502.789999999999,276,41.68,0.0,0.0,0.1,0.0153,Low,Chennai,38,3,2,1,6,Lost
9692,57580.83,2056.4582142857143,28,2025-06-14 18:29:00,2024-04-10 21:57:00,10,15,28,57580.83,429,134.22,0.0667,0.0,0.2667,0.2071333333333333,Medium,Chennai,25,3,5,5,13,Champions
9694,59162.73,2112.954642857143,28,2025-06-05 06:29:00,2024-02-03 22:29:00,10,24,28,59162.73,487,121.48,0.0938,0.0312,0.25,0.1512,Medium,Pune,65,3,5,5,13,Champions
9695,20207.030000000002,1683.9191666666668,12,2025-06-12 13:38:00,2023-07-14 20:55:00,9,17,12,20207.030000000002,698,28.95,0.0,0.0,0.0833,0.2021,Low,Chandigarh,75,3,2,2,7,At Risk
9696,27919.78,2147.6753846153847,13,2025-05-28 23:48:00,2023-10-14 08:14:00,7,32,13,27919.78,592,47.16,0.0,0.0,0.1538,0.2792,Medium,Chandigarh,40,2,2,3,7,At Risk
9697,47352.41,2367.6205,20,2025-04-18 08:48:00,2023-02-07 08:58:00,10,72,20,47352.41,800,59.19,0.0909,0.0,0.3182,0.2922,Medium,Chandigarh,30,1,4,4,9,At Risk
9698,53339.51,3809.965,14,2025-03-16 23:30:00,2023-03-12 13:58:00,9,105,14,53339.51,735,72.57,0.0,0.0,0.1429,0.3556,Medium,Chennai,53,1,3,4,8,At Risk
9699,68236.71,2729.4684,25,2025-05-28 23:06:00,2024-01-23 21:14:00,9,32,25,68236.71,491,138.97,0.0385,0.0,0.3077,0.40964999999999996,Medium,Chandigarh,52,2,4,5,11,Loyal
9700,42066.36,1912.1072727272729,22,2025-06-15 14:25:00,2024-05-07 22:48:00,9,14,22,42066.36,403,104.38,0.0,0.0435,0.1739,0.0899,Premium,Kolkata,39,4,4,4,12,Loyal
9701,28238.949999999997,1661.1147058823528,17,2025-05-19 19:55:00,2023-05-07 10:49:00,8,41,17,28238.949999999997,743,38.01,0.0,0.0,0.0588,0.1883,Low,Hyderabad,37,2,3,3,8,At Risk
9703,63533.51,2762.3265217391304,23,2025-06-17 01:34:00,2023-12-03 04:43:00,7,12,23,63533.51,561,113.25,0.0417,0.0,0.3333,0.13253333333333334,High,Delhi,42,4,4,5,13,Champions
9704,27601.629999999997,2509.2390909090905,11,2025-06-14 03:39:00,2023-12-28 18:10:00,8,15,11,27601.629999999997,533,51.79,0.0833,0.0,0.1667,0.552,Medium,Bangalore,55,3,2,3,8,At Risk
9705,19852.92,1527.147692307692,13,2025-05-31 10:09:00,2023-12-26 03:47:00,7,29,13,19852.92,522,38.03,0.0,0.0,0.2308,0.2647,Medium,Chennai,59,3,2,2,7,At Risk
9706,18557.18,1546.4316666666666,12,2025-03-31 14:44:00,2023-11-20 22:03:00,6,90,12,18557.18,496,37.41,0.0,0.0,0.25,0.0619,Medium,Delhi,51,1,2,2,5,Lost
9707,44663.28,1440.7509677419355,31,2025-06-20 16:17:00,2024-05-08 11:36:00,8,9,31,44663.28,408,109.47,0.1351,0.027,0.1892,0.13449999999999998,High,Hyderabad,57,4,5,4,13,Champions
9708,31624.88,1374.9947826086957,23,2025-05-23 16:16:00,2024-03-21 22:56:00,9,37,23,31624.88,427,74.06,0.0417,0.0,0.125,0.1286,High,Mumbai,26,2,4,3,9,At Risk
9709,37333.4,1555.5583333333334,24,2025-06-22 12:52:00,2024-06-17 22:32:00,9,7,24,37333.4,369,101.17,0.0769,0.0,0.2692,0.073,Medium,Chandigarh,36,4,4,3,11,Loyal
9710,63513.47,3024.4509523809525,21,2025-05-23 04:36:00,2023-11-16 11:02:00,9,37,21,63513.47,553,114.85,0.0455,0.0,0.2727,0.12933333333333333,Medium,Chennai,31,2,4,5,11,Loyal
9711,6369.32,1061.5533333333333,6,2025-05-25 06:16:00,2023-09-18 03:30:00,6,35,6,6369.32,615,10.36,0.0,0.0,0.3333,0.0425,High,Bangalore,64,2,1,1,4,Lost
9713,53976.29,1799.2096666666666,30,2025-06-15 19:18:00,2024-08-01 04:01:00,8,14,30,53976.29,318,169.74,0.0323,0.0,0.3548,0.09866666666666668,Medium,Kolkata,68,4,5,4,13,Champions
9717,117148.31999999999,2297.025882352941,51,2025-06-24 22:13:00,2023-10-14 06:20:00,10,5,51,117148.31999999999,619,189.25,0.0556,0.0,0.2963,0.12368000000000001,Low,Bangalore,21,5,5,5,15,Champions
9718,54041.59,1801.3863333333331,30,2025-05-25 09:03:00,2023-08-16 07:34:00,9,35,30,54041.59,648,83.4,0.0625,0.0,0.375,0.0848,Medium,Delhi,32,2,5,4,11,Loyal
9719,66739.81,2566.915769230769,26,2025-06-27 05:50:00,2024-02-26 12:44:00,10,2,26,66739.81,486,137.32,0.037,0.0,0.1852,0.22244999999999998,High,Pune,52,5,4,5,14,Champions
9720,15011.35,1876.41875,8,2025-05-15 21:43:00,2024-02-05 22:55:00,5,45,8,15011.35,464,32.35,0.0,0.0,0.375,0.05,Medium,Chennai,20,2,1,1,4,Lost
9722,13209.11,1200.828181818182,11,2025-06-06 06:23:00,2024-02-14 14:22:00,7,23,11,13209.11,477,27.69,0.0833,0.0,0.3333,0.1019,Premium,Pune,62,3,2,1,6,Lost
9723,24199.16,2016.5966666666666,12,2024-11-14 04:29:00,2023-10-08 13:55:00,8,227,12,24199.16,402,60.2,0.0,0.0,0.4167,0.242,Medium,Chennai,32,1,2,2,5,Lost
9724,18350.22,1529.1850000000002,12,2025-06-19 19:18:00,2023-09-29 16:57:00,8,10,12,18350.22,629,29.17,0.0,0.0,0.25,0.0918,Low,Kolkata,21,4,2,2,8,At Risk
9725,21681.82,1667.8323076923077,13,2025-06-05 22:52:00,2024-03-07 16:44:00,7,24,13,21681.82,455,47.65,0.0,0.0,0.0769,0.1445,Low,Delhi,54,3,2,2,7,At Risk
9726,6589.75,1317.95,5,2025-06-08 19:18:00,2024-07-28 17:10:00,3,21,5,6589.75,315,20.92,0.0,0.0,0.0,0.0329,Medium,Hyderabad,40,3,1,1,5,Lost
9728,70514.79,4147.928823529412,17,2025-06-09 07:00:00,2024-03-09 06:57:00,9,20,17,70514.79,457,154.3,0.1053,0.0,0.2105,0.29700000000000004,Medium,Pune,44,3,3,5,11,Loyal
9730,36777.57,2451.838,15,2025-02-10 02:45:00,2023-10-13 00:06:00,8,139,15,36777.57,486,75.67,0.0625,0.0,0.1875,0.2232,Premium,Pune,44,1,3,3,7,At Risk
9731,36093.340000000004,2123.137647058824,17,2025-05-12 23:17:00,2023-08-03 05:43:00,8,48,17,36093.340000000004,648,55.7,0.1053,0.0,0.2632,0.1714,High,Pune,35,2,3,3,8,At Risk
9732,15127.38,945.46125,16,2025-06-18 17:47:00,2023-09-08 11:47:00,8,11,16,15127.38,649,23.31,0.0,0.0588,0.3529,0.3025,Medium,Mumbai,26,4,3,1,8,At Risk
9733,122138.34,2492.6191836734693,49,2025-06-29 01:12:00,2024-09-27 20:28:00,10,0,49,122138.34,274,445.76,0.0566,0.0189,0.2642,0.130875,High,Bangalore,75,5,5,5,15,Champions
9734,50660.86,2412.421904761905,21,2025-06-23 08:44:00,2024-01-28 11:53:00,10,6,21,50660.86,511,99.14,0.0455,0.0,0.1364,0.2158,Premium,Pune,59,5,4,4,13,Champions
9735,32461.54,2028.84625,16,2025-06-21 21:01:00,2024-05-21 21:36:00,9,8,16,32461.54,395,82.18,0.0556,0.0556,0.1111,0.3246,High,Chandigarh,56,4,3,3,10,Loyal
9736,33370.84,1853.9355555555553,18,2025-06-26 19:41:00,2024-09-14 20:30:00,8,3,18,33370.84,284,117.5,0.0526,0.0,0.3158,0.26470000000000005,Medium,Chennai,31,5,3,3,11,Loyal
9737,24402.59,2033.5491666666667,12,2025-06-16 19:02:00,2024-01-10 15:38:00,7,13,12,24402.59,523,46.66,0.0769,0.0,0.2308,0.244,Medium,Chandigarh,19,4,2,2,8,At Risk
9738,64691.65,1796.990277777778,36,2025-06-08 12:34:00,2023-10-03 01:39:00,10,21,36,64691.65,614,105.36,0.1,0.0,0.225,0.09885999999999999,Medium,Delhi,54,3,5,5,13,Champions
9739,27295.620000000003,1949.687142857143,14,2025-05-04 03:40:00,2024-03-28 07:06:00,9,56,14,27295.620000000003,401,68.07,0.0,0.0,0.2857,0.08785,Medium,Mumbai,70,2,3,3,8,At Risk
9740,47621.42,2506.3905263157894,19,2025-06-22 00:20:00,2024-12-16 03:59:00,5,7,19,47621.42,187,254.66,0.05,0.0,0.2,0.2582,Low,Bangalore,39,4,3,4,11,Loyal
9742,35820.19,2388.012666666667,15,2025-06-01 20:15:00,2023-03-17 15:47:00,8,28,15,35820.19,807,44.39,0.0625,0.0,0.125,0.23935,High,Kolkata,48,3,3,3,9,At Risk
9743,20548.4,1369.8933333333334,15,2025-04-18 19:20:00,2024-03-29 15:14:00,8,72,15,20548.4,385,53.37,0.0,0.0,0.2667,0.0411,Medium,Mumbai,75,1,3,2,6,Lost
9744,74398.26,2565.4572413793103,29,2025-06-25 08:07:00,2024-09-02 12:08:00,10,4,29,74398.26,295,252.2,0.0645,0.0,0.3226,0.61745,Medium,Hyderabad,44,5,5,5,15,Champions
9745,24795.59,1771.1135714285715,14,2025-06-16 10:32:00,2024-04-03 02:39:00,7,13,14,24795.59,439,56.48,0.0667,0.0,0.4667,0.0496,Medium,Chennai,37,4,3,2,9,At Risk
9746,19293.56,1929.3560000000002,10,2025-06-16 17:12:00,2024-01-16 12:54:00,7,13,10,19293.56,517,37.32,0.0909,0.0,0.2727,0.0643,Medium,Mumbai,73,4,2,2,8,At Risk
9749,17380.65,2896.775,6,2025-06-27 05:54:00,2023-11-21 03:03:00,4,2,6,17380.65,584,29.76,0.125,0.125,0.25,0.3476,Medium,Chennai,32,5,1,2,8,At Risk
9750,20191.3,1835.5727272727272,11,2025-06-25 11:48:00,2024-06-27 04:25:00,7,4,11,20191.3,363,55.62,0.2105,0.2105,0.4737,0.1346,Medium,Chandigarh,26,5,2,2,9,At Risk
9751,58246.87,3065.6247368421054,19,2025-06-04 02:44:00,2024-06-08 07:31:00,7,25,19,58246.87,360,161.8,0.05,0.0,0.15,0.5825,Low,Bangalore,69,3,3,5,11,Loyal
9752,27016.42,1228.019090909091,22,2025-06-24 01:24:00,2023-10-06 02:53:00,9,5,22,27016.42,626,43.16,0.0435,0.0,0.1739,0.11555000000000001,Low,Bangalore,38,5,4,3,12,Loyal
9754,31452.67,1572.6335,20,2025-05-02 07:20:00,2023-11-22 23:09:00,8,58,20,31452.67,526,59.8,0.0,0.0,0.35,0.15725,High,Mumbai,46,1,4,3,8,At Risk
9755,72640.87,1963.2667567567566,37,2025-06-05 15:42:00,2023-09-08 11:39:00,10,24,37,72640.87,636,114.22,0.0263,0.0,0.1316,0.10236666666666666,High,Hyderabad,60,3,5,5,13,Champions
9758,28166.96,2816.696,10,2025-05-27 04:17:00,2024-12-31 09:27:00,8,33,10,28166.96,146,192.92,0.0,0.0,0.3,0.0563,Medium,Hyderabad,71,2,2,3,7,At Risk
