customer_id,income_band,city,age,total_spend,avg_ticket_size,txn_count,decline_rate,dispute_rate,late_night_ratio,avg_utilisation,spend_velocity,merchant_diversity,RFM_score,rfm_segment,rule_risk_score,anomaly_flag,final_risk_score,risk_tier
2699,Low,Pune,53,42179.310000000005,3834.482727272728,11,0.0,0.0,0.1818,0.2109,55.72,7,9,At Risk,10,0,16.58,Low Risk
2700,High,Bangalore,73,7654.3,2551.4333333333334,3,0.25,0.0,0.25,0.1531,115.97,2,3,Lost,50,1,52.19,Medium Risk
2702,Medium,Kolkata,34,20762.88,1730.24,12,0.0,0.0,0.25,0.0692,38.52,8,9,At Risk,10,0,7.26,Low Risk
2703,High,Chennai,32,47983.75,2284.940476190476,21,0.0435,0.0435,0.1304,0.0648,81.74,10,13,Champions,0,0,8.28,Low Risk
2704,Medium,Pune,31,9120.71,1302.9585714285713,7,0.0,0.0,0.4286,0.0912,24.45,6,5,Lost,30,0,23.87,Low Risk
2706,Low,Hyderabad,70,5846.52,1169.304,5,0.0,0.0,0.2,0.0292,19.23,4,6,Lost,15,0,19.2,Low Risk
2707,Low,Kolkata,70,69548.8,2318.293333333333,30,0.0323,0.0,0.1935,0.1614,132.98,10,12,Loyal,10,0,8.19,Low Risk
2708,High,Bangalore,36,26451.35,1653.209375,16,0.0,0.0,0.375,0.1311999999999999,56.52,8,7,At Risk,25,0,16.36,Low Risk
2709,Premium,Bangalore,47,8547.4,1221.0571428571427,7,0.0,0.0,0.4286,0.114,37.65,6,7,At Risk,25,0,20.56,Low Risk
2710,High,Delhi,59,34645.72,1574.8054545454545,22,0.0435,0.0,0.2174,0.34645,59.73,10,12,Loyal,10,0,11.52,Low Risk
2711,Low,Pune,57,46852.75,2129.6704545454545,22,0.0435,0.0,0.3043,0.19305,80.36,10,9,At Risk,20,0,13.81,Low Risk
2712,High,Pune,19,8930.539999999999,1275.7914285714285,7,0.125,0.0,0.125,0.0893,44.21,6,3,Lost,25,0,22.17,Low Risk
2713,Low,Pune,69,12474.47,1559.30875,8,0.0,0.0,0.25,0.1663,60.26,6,3,Lost,20,0,14.05,Low Risk
2714,Medium,Mumbai,71,25374.36,2819.373333333333,9,0.0,0.0,0.1111,0.0507,36.51,6,4,Lost,10,0,13.27,Low Risk
2715,High,Chandigarh,54,29766.34,1984.4226666666664,15,0.0,0.0,0.3333,0.0992,84.56,7,9,At Risk,20,0,13.58,Low Risk
2716,Medium,Hyderabad,41,55042.74,2293.4475,24,0.0769,0.0,0.3462,0.1117,188.5,10,11,Loyal,20,0,19.07,Low Risk
2717,High,Kolkata,63,38144.59,2724.613571428571,14,0.0667,0.0,0.3333,0.5086,53.2,7,11,Loyal,20,0,23.32,Low Risk
2720,Low,Mumbai,74,56529.8,1713.0242424242424,33,0.0,0.0,0.3333,0.1909999999999999,74.58,10,13,Champions,20,0,14.33,Low Risk
2721,Medium,Delhi,38,57950.79,3050.0415789473686,19,0.05,0.0,0.35,0.1281,99.23,9,13,Champions,20,0,16.65,Low Risk
2724,Medium,Bangalore,64,24511.25,2451.125,10,0.0,0.0,0.4,0.2451,36.58,5,9,At Risk,20,0,19.16,Low Risk
2725,Premium,Hyderabad,64,42925.07,2384.726111111111,18,0.0526,0.0,0.3158,0.0429,107.05,9,8,At Risk,20,0,15.54,Low Risk
2726,Low,Delhi,47,20095.21,1674.6008333333332,12,0.2,0.0,0.2667,0.134,47.39,8,8,At Risk,25,0,22.11,Low Risk
2727,Low,Bangalore,40,21971.11,1830.9258333333332,12,0.0769,0.0,0.0,0.2929,91.17,7,7,At Risk,5,0,13.63,Low Risk
2728,Medium,Pune,57,12451.63,1778.8042857142857,7,0.0,0.0,0.2857,0.083,24.66,7,3,Lost,20,0,14.42,Low Risk
2730,Premium,Chennai,34,39197.11,2305.7123529411765,17,0.0556,0.0,0.2778,0.1701,95.14,8,8,At Risk,10,0,7.46,Low Risk
2733,Low,Chennai,55,26753.36,2432.1236363636363,11,0.0,0.0,0.0,0.1784,37.47,9,10,Loyal,0,0,8.59,Low Risk
2734,Medium,Kolkata,40,36852.17,3071.0141666666664,12,0.0,0.0769,0.2308,0.737,57.22,7,6,Lost,35,1,40.28,Medium Risk
2736,Medium,Bangalore,42,47418.25,2155.375,22,0.0,0.0,0.2273,0.18175,156.5,10,13,Champions,10,0,9.85,Low Risk
2737,High,Chennai,30,21660.24,1547.16,14,0.0,0.0,0.2857,0.2166,45.41,9,8,At Risk,10,0,9.41,Low Risk
2740,Low,Delhi,65,26885.3,1792.3533333333332,15,0.0625,0.0,0.1875,0.3585,35.38,8,11,Loyal,10,0,10.55,Low Risk
2741,Low,Bangalore,44,52433.17,2912.9538888888887,18,0.0526,0.0,0.3684,0.1225,78.97,7,9,At Risk,20,0,16.96,Low Risk
2742,Low,Mumbai,30,34706.45,2892.2041666666664,12,0.0714,0.0714,0.3571,0.6941,73.07,6,6,Lost,45,1,48.05,Medium Risk
2745,Medium,Chennai,38,90938.62,1976.9265217391303,46,0.06,0.02,0.28,0.227875,163.85,10,12,Loyal,10,0,13.05,Low Risk
2746,Medium,Kolkata,56,8556.64,1069.58,8,0.0,0.0,0.5,0.0114,13.67,6,3,Lost,30,0,30.31,Low Risk
2747,High,Pune,31,43270.67,1881.3334782608692,23,0.0,0.0417,0.25,0.1035666666666666,72.97,9,10,Loyal,10,0,10.38,Low Risk
2750,Low,Hyderabad,37,17293.75,1572.159090909091,11,0.0,0.0,0.2727,0.1729,48.44,7,8,At Risk,10,0,7.87,Low Risk
2751,Medium,Hyderabad,66,22639.49,1886.6241666666667,12,0.0769,0.0,0.2308,0.0755,36.81,7,6,Lost,15,0,11.69,Low Risk
2752,High,Chennai,33,40561.23,1622.4491999999998,25,0.0741,0.0,0.2963,0.2329,131.27,9,11,Loyal,10,0,10.5,Low Risk
2757,Medium,Bangalore,21,85197.1,2581.7303030303037,33,0.0811,0.027,0.2973,0.1714999999999999,163.21,10,13,Champions,10,0,14.68,Low Risk
2758,High,Hyderabad,49,45715.54,4571.554,10,0.0,0.0,0.1,0.061,108.07,8,7,At Risk,5,1,22.68,Low Risk
2759,Low,Chandigarh,57,12302.69,2050.4483333333333,6,0.125,0.125,0.25,0.123,41.85,6,3,Lost,60,0,49.55,Medium Risk
2760,High,Chandigarh,44,14809.24,1480.924,10,0.0,0.0909,0.0,0.2962,23.58,7,8,At Risk,12,0,24.23,Low Risk
2762,Medium,Delhi,25,68067.24,2127.10125,32,0.0294,0.0294,0.2647,0.3037333333333333,177.26,9,12,Loyal,10,0,14.4,Low Risk
2763,Medium,Chennai,49,11152.55,1239.1722222222224,9,0.0,0.0,0.3333,0.0372,31.42,7,5,Lost,30,0,23.39,Low Risk
2766,Low,Delhi,33,22032.17,1468.8113333333336,15,0.1905,0.0952,0.2381,0.02365,30.9,7,9,At Risk,37,0,38.04,Low Risk
2767,Medium,Delhi,46,30635.04,1612.3705263157894,19,0.0,0.05,0.2,0.0737,83.47,7,8,At Risk,10,0,12.73,Low Risk
2769,Premium,Kolkata,25,15441.83,1930.22875,8,0.0,0.2,0.3,0.1029,43.5,8,6,Lost,40,1,43.85,Medium Risk
2770,Medium,Delhi,48,56164.7,2246.588,25,0.0,0.0,0.2,0.2448,91.77,8,14,Champions,10,0,7.43,Low Risk
2771,Medium,Kolkata,60,59378.54,2283.79,26,0.037,0.0,0.2593,0.1733,94.7,9,13,Champions,10,0,6.88,Low Risk
2772,High,Chennai,57,41706.12,1438.1420689655174,29,0.0,0.0,0.2414,0.1641,71.54,10,14,Champions,10,0,9.41,Low Risk
2773,Low,Delhi,73,33298.19,1664.9095000000002,20,0.0,0.0476,0.1905,0.12125,83.04,10,11,Loyal,10,0,12.17,Low Risk
2774,Low,Kolkata,21,18693.92,1869.392,10,0.0,0.0,0.2,0.1869,66.53,4,8,At Risk,10,0,11.62,Low Risk
2776,Medium,Chennai,21,186770.51,2146.787471264368,87,0.0112,0.0112,0.3258,0.2193875,288.23,10,13,Champions,20,0,27.55,Low Risk
2777,High,Chennai,38,32829.29,2735.7741666666666,12,0.0,0.0,0.1667,0.3283,116.0,6,8,At Risk,10,0,14.05,Low Risk
2778,Low,Hyderabad,60,62604.09,2158.7617241379307,29,0.0645,0.0,0.1935,0.1398333333333333,185.22,10,13,Champions,10,0,11.36,Low Risk
2779,Medium,Hyderabad,52,72299.38,1853.8302564102564,39,0.0488,0.0,0.1951,0.0945,120.9,10,15,Champions,10,0,8.06,Low Risk
2781,High,Bangalore,22,52481.56,1809.7089655172413,29,0.0645,0.0,0.2581,0.1488666666666666,127.38,10,12,Loyal,10,0,8.66,Low Risk
2782,Low,Pune,26,31245.26,1837.9564705882356,17,0.0,0.0,0.3529,0.1003999999999999,96.14,8,8,At Risk,20,0,13.22,Low Risk
2784,Medium,Bangalore,73,29941.28,1663.4044444444444,18,0.05,0.05,0.05,0.19685,59.17,7,10,Loyal,0,0,9.87,Low Risk
2785,Medium,Chennai,40,68078.18,2347.523448275862,29,0.0333,0.0,0.3,0.2072333333333333,212.74,10,13,Champions,10,0,11.6,Low Risk
2786,Low,Hyderabad,28,39996.1,1904.5761904761905,21,0.0435,0.0435,0.2609,0.06665,84.74,10,12,Loyal,10,0,12.14,Low Risk
2788,Medium,Chennai,57,41848.79,2092.4395,20,0.0,0.0476,0.2381,0.1576,64.28,9,11,Loyal,10,0,10.59,Low Risk
2789,Low,Kolkata,34,22329.38,1488.6253333333334,15,0.0,0.0625,0.1875,0.09935,49.18,9,10,Loyal,22,0,21.19,Low Risk
2791,Premium,Delhi,20,8045.93,1340.9883333333337,6,0.0,0.0,0.3333,0.0268,35.29,6,4,Lost,30,0,23.16,Low Risk
2792,Premium,Delhi,37,70396.45,2270.8532258064515,31,0.0606,0.0,0.2424,0.1128,94.37,10,13,Champions,10,0,8.41,Low Risk
2795,High,Mumbai,40,42505.92,1634.8430769230768,26,0.0714,0.0,0.2143,0.0257,53.47,7,11,Loyal,10,0,10.27,Low Risk
2796,High,Kolkata,50,72544.36,2133.6576470588234,34,0.0286,0.0,0.2857,0.169825,166.01,10,15,Champions,10,0,9.87,Low Risk
2800,Medium,Hyderabad,35,16129.55,1466.3227272727274,11,0.0,0.0833,0.3333,0.0538,29.33,5,5,Lost,42,0,37.0,Low Risk
2803,Medium,Delhi,31,31983.79,1683.3573684210526,19,0.0909,0.0455,0.2727,0.24255,99.95,9,9,At Risk,10,0,12.38,Low Risk
2804,Premium,Delhi,33,55929.07,1864.3023333333333,30,0.0323,0.0,0.1613,0.16895,86.18,9,13,Champions,10,0,7.03,Low Risk
2806,Low,Kolkata,65,69613.18,1933.699444444444,36,0.05,0.05,0.325,0.2319999999999999,198.89,10,13,Champions,20,0,22.33,Low Risk
2807,Medium,Pune,43,39821.37,2095.8615789473683,19,0.1739,0.0,0.1739,0.328,82.79,9,10,Loyal,25,0,23.28,Low Risk
2808,Premium,Hyderabad,49,21064.06,1914.9145454545453,11,0.0,0.0,0.2727,0.4213,66.87,7,6,Lost,15,0,13.46,Low Risk
2809,Premium,Hyderabad,32,34232.95,2633.303846153846,13,0.1333,0.0,0.2667,0.2282,73.62,9,9,At Risk,25,0,20.45,Low Risk
2811,Medium,Bangalore,72,43434.25,2413.0138888888887,18,0.0,0.0,0.3889,0.0475,83.05,8,9,At Risk,20,0,14.48,Low Risk
2814,High,Kolkata,52,72053.93000000001,2251.6853125,32,0.0833,0.0278,0.2222,0.1336666666666666,101.92,9,13,Champions,10,0,10.67,Low Risk
2816,Low,Bangalore,49,84701.88,1802.167659574468,47,0.0,0.0,0.3404,0.2123,224.08,10,15,Champions,20,0,20.41,Low Risk
2817,Low,Mumbai,43,35298.3,1961.0166666666669,18,0.0,0.0,0.1667,0.05635,50.79,10,11,Loyal,10,0,9.09,Low Risk
2818,Premium,Hyderabad,45,52080.57,2893.365,18,0.05,0.05,0.15,0.24095,84.27,8,9,At Risk,0,0,8.78,Low Risk
2819,High,Delhi,18,73887.29000000001,2383.460967741936,31,0.0,0.0312,0.2188,0.127,157.54,10,15,Champions,10,0,13.46,Low Risk
2820,Low,Chennai,64,11421.26,1427.6575,8,0.1,0.1,0.4,0.0571,21.35,6,4,Lost,42,0,39.59,Low Risk
2821,High,Bangalore,38,46156.37,1923.182083333333,24,0.0,0.0,0.25,0.18585,90.33,10,10,Loyal,10,0,7.5,Low Risk
2822,Medium,Chennai,69,29209.01,2086.357857142857,14,0.0667,0.0,0.0667,0.0766,38.13,9,11,Loyal,0,0,6.27,Low Risk
2823,Medium,Bangalore,39,32231.58,2148.772,15,0.0,0.0,0.4,0.3223,75.31,9,8,At Risk,20,0,15.99,Low Risk
2825,Medium,Bangalore,69,26483.64,1765.576,15,0.0,0.0,0.2,0.1903999999999999,35.74,7,8,At Risk,10,0,7.97,Low Risk
2826,Low,Delhi,25,28111.45,1756.965625,16,0.1364,0.1364,0.4091,0.15935,73.02,10,9,At Risk,60,0,52.39,Medium Risk
2827,Premium,Kolkata,63,21316.14,1332.25875,16,0.1111,0.0,0.1111,0.1747,31.53,9,7,At Risk,20,0,20.5,Low Risk
2828,High,Chennai,65,35542.23,1692.487142857143,21,0.087,0.0,0.3043,0.2024,68.75,10,11,Loyal,20,0,15.53,Low Risk
2829,Low,Hyderabad,30,40885.9,1409.8586206896553,29,0.0,0.0,0.2759,0.1328333333333333,69.65,10,12,Loyal,10,0,9.95,Low Risk
2830,Medium,Chandigarh,30,26777.87,2231.4891666666667,12,0.0,0.0769,0.1538,0.1785,40.45,7,9,At Risk,22,0,22.57,Low Risk
2831,Medium,Chennai,37,78674.2,1966.855,40,0.0682,0.0227,0.2955,0.143875,101.52,10,14,Champions,10,0,11.02,Low Risk
2832,Medium,Mumbai,68,65127.01,2100.8712903225805,31,0.0312,0.0,0.375,0.1194666666666666,112.68,10,11,Loyal,20,0,14.85,Low Risk
2833,Low,Hyderabad,37,21257.64,1518.402857142857,14,0.0,0.0,0.2143,0.4252,49.67,9,7,At Risk,15,0,15.49,Low Risk
2834,Medium,Chandigarh,23,73622.02,2538.690344827586,29,0.0333,0.0,0.2,0.0804666666666666,160.4,9,14,Champions,10,0,10.28,Low Risk
2835,High,Chennai,41,51014.52,3643.8942857142856,14,0.0667,0.0,0.2,0.19615,77.53,7,9,At Risk,10,0,14.62,Low Risk
2836,Low,Chandigarh,23,51889.55,1995.7519230769235,26,0.0,0.0,0.3077,0.1416,99.98,9,13,Champions,20,0,13.56,Low Risk
2837,Medium,Kolkata,48,23792.99,2379.299,10,0.0,0.0,0.3,0.4759,53.83,6,5,Lost,20,0,21.44,Low Risk
2838,Medium,Kolkata,28,22602.48,1412.655,16,0.0,0.0,0.125,0.452,34.3,8,6,Lost,5,0,12.87,Low Risk
2839,Low,Pune,34,28873.43,1443.6715,20,0.0476,0.0,0.2857,0.0862,47.57,10,8,At Risk,10,0,9.97,Low Risk
2840,Premium,Mumbai,18,19411.42,1941.142,10,0.0,0.0,0.4,0.0259,50.16,8,6,Lost,25,0,18.62,Low Risk
2841,Medium,Hyderabad,19,73342.4,1788.8390243902438,41,0.0238,0.0,0.1429,0.1278666666666666,109.14,10,13,Champions,0,0,3.75,Low Risk
2842,Medium,Hyderabad,61,39221.21,1867.6766666666667,21,0.0,0.0,0.4286,0.12405,59.61,8,13,Champions,20,0,14.01,Low Risk
2843,Medium,Chandigarh,71,28383.58,1669.6223529411766,17,0.0,0.0,0.3529,0.1419,46.3,9,9,At Risk,20,0,14.13,Low Risk
2844,Low,Mumbai,41,75993.5,2533.116666666667,30,0.0312,0.0312,0.4062,0.2129666666666666,100.79,9,12,Loyal,20,0,17.95,Low Risk
2845,Premium,Bangalore,19,41728.69,2196.246842105263,19,0.087,0.087,0.3913,0.24375,122.37,9,12,Loyal,32,0,29.94,Low Risk
2847,High,Pune,41,10268.78,1466.9685714285715,7,0.0,0.0,0.2857,0.0685,21.57,5,3,Lost,20,0,17.07,Low Risk
2848,Low,Chennai,39,24283.5,1214.175,20,0.0476,0.0,0.2381,0.0706,69.98,8,11,Loyal,10,0,10.45,Low Risk
2849,High,Bangalore,63,22791.77,2848.97125,8,0.0,0.0,0.125,0.0456,34.69,6,5,Lost,10,0,13.39,Low Risk
2850,Medium,Chennai,58,51418.57,2448.503333333333,21,0.087,0.0,0.3043,0.1924499999999999,103.46,10,10,Loyal,20,0,15.19,Low Risk
2851,Medium,Kolkata,60,27327.3,2102.1,13,0.1333,0.0,0.1333,0.1366,39.84,5,8,At Risk,15,0,17.95,Low Risk
2853,Premium,Hyderabad,19,87232.49,2295.591842105264,38,0.0256,0.0,0.4103,0.104175,156.33,10,15,Champions,20,0,17.98,Low Risk
2854,Low,Chandigarh,36,59829.22,3323.845555555556,18,0.1,0.0,0.2,0.16065,96.03,9,13,Champions,10,0,13.25,Low Risk
2855,High,Chennai,57,73276.58,2363.7606451612905,31,0.0303,0.0303,0.1818,0.0730666666666666,110.52,9,15,Champions,10,0,11.65,Low Risk
2856,Low,Kolkata,69,12164.34,2432.868,5,0.0,0.0,0.2,0.0811,31.68,4,4,Lost,20,0,19.14,Low Risk
2859,Medium,Mumbai,69,18473.04,2639.0057142857145,7,0.0,0.125,0.25,0.2463,48.87,4,4,Lost,45,0,44.95,Medium Risk
2860,High,Delhi,49,4754.59,1188.6475,4,0.0,0.2,0.6,0.0951,10.01,3,3,Lost,55,1,64.08,Medium Risk
2861,Medium,Kolkata,25,15442.61,1715.8455555555556,9,0.1,0.0,0.2,0.103,53.07,5,7,At Risk,15,0,14.28,Low Risk
2862,Medium,Hyderabad,41,33209.2,1953.4823529411765,17,0.0526,0.0526,0.1579,0.0279,43.52,8,10,Loyal,22,0,21.1,Low Risk
2863,High,Hyderabad,67,17415.15,1243.939285714286,14,0.0,0.0,0.2857,0.1161,43.54,8,7,At Risk,15,0,12.68,Low Risk
2864,Medium,Pune,43,55480.99,1913.1375862068965,29,0.1714,0.0,0.2286,0.3327,121.67,10,12,Loyal,25,0,24.44,Low Risk
2865,High,Mumbai,49,51949.03,2164.5429166666668,24,0.0,0.0,0.25,0.2492,121.95,9,10,Loyal,10,0,8.45,Low Risk
2866,Low,Pune,21,9653.03,1608.8383333333334,6,0.0,0.0,0.5,0.0322,15.75,6,3,Lost,30,0,26.99,Low Risk
2867,Low,Pune,56,85285.66,1776.784583333333,48,0.0588,0.0,0.2549,0.05585,123.07,10,15,Champions,10,0,9.74,Low Risk
2868,Medium,Pune,35,58602.61,1890.4067741935485,31,0.0312,0.0,0.125,0.1523,114.01,9,12,Loyal,0,0,3.3,Low Risk
2869,High,Mumbai,23,39820.97,1991.0485,20,0.0909,0.0,0.2273,0.3274,106.76,10,12,Loyal,10,0,10.3,Low Risk
2870,High,Hyderabad,73,60373.42,2874.924761904762,21,0.0455,0.0,0.2273,0.10965,71.87,8,14,Champions,10,0,8.71,Low Risk
2872,High,Chennai,66,77331.03,2274.4420588235294,34,0.0556,0.0,0.25,0.0464666666666666,295.16,10,15,Champions,10,0,20.97,Low Risk
2875,Low,Mumbai,43,74104.47,3705.2235,20,0.087,0.0435,0.2609,0.2515,190.99,10,14,Champions,10,0,22.83,Low Risk
2876,Medium,Chandigarh,59,41759.47,1439.981724137931,29,0.0333,0.0,0.3333,0.2087999999999999,101.6,10,14,Champions,20,0,16.91,Low Risk
2877,Medium,Hyderabad,72,41213.65,1585.1403846153846,26,0.0968,0.0645,0.2903,0.1472666666666666,57.64,10,11,Loyal,22,0,22.05,Low Risk
2878,Medium,Hyderabad,55,23235.65,1787.357692307692,13,0.0,0.0,0.3077,0.0465,55.72,8,9,At Risk,20,0,13.42,Low Risk
2880,Premium,Chennai,70,22032.36,2002.9418181818185,11,0.1538,0.0,0.1538,0.1102,51.48,7,8,At Risk,25,0,20.09,Low Risk
2881,High,Mumbai,38,11092.93,1386.61625,8,0.0,0.0,0.125,0.1109,33.01,5,4,Lost,10,0,12.55,Low Risk
2882,Medium,Hyderabad,49,44829.64,2241.482,20,0.0476,0.0,0.2857,0.24255,127.0,10,11,Loyal,10,0,8.79,Low Risk
2883,Low,Kolkata,60,32197.04,1533.192380952381,21,0.0,0.0,0.2857,0.1592,61.44,9,11,Loyal,10,0,8.34,Low Risk
2885,Low,Chandigarh,64,70440.25,1806.1602564102564,39,0.0,0.025,0.2,0.0758666666666666,128.31,10,15,Champions,10,0,12.39,Low Risk
2886,Low,Bangalore,42,82259.01,2109.2053846153844,39,0.025,0.0,0.125,0.189925,253.89,10,13,Champions,0,0,12.1,Low Risk
2887,Medium,Chandigarh,63,46940.91,2040.9091304347828,23,0.0417,0.0,0.25,0.0728999999999999,173.86,8,12,Loyal,10,0,10.89,Low Risk
2888,Low,Kolkata,52,51317.92,2138.2466666666664,24,0.04,0.0,0.2,0.0612,112.05,10,12,Loyal,10,0,8.7,Low Risk
2889,Low,Hyderabad,44,28342.4,1889.493333333333,15,0.0,0.0,0.1333,0.0378,44.63,8,8,At Risk,0,0,2.76,Low Risk
2890,Premium,Bangalore,45,34131.19,3102.835454545455,11,0.0833,0.0,0.1667,0.3413,84.69,8,7,At Risk,15,0,17.26,Low Risk
2892,Medium,Chennai,19,13250.79,1656.34875,8,0.0,0.1111,0.1111,0.0883,23.0,4,3,Lost,35,0,38.55,Low Risk
2893,Medium,Bangalore,73,51792.53,1992.0203846153845,26,0.0938,0.0938,0.1875,0.1018,68.69,9,10,Loyal,22,0,22.35,Low Risk
2894,Premium,Pune,29,41050.04,1642.0016,25,0.0,0.1071,0.1786,0.2676,73.57,10,11,Loyal,35,0,34.75,Low Risk
2895,Medium,Kolkata,58,70645.52,1909.3383783783784,37,0.0513,0.0,0.2051,0.3240666666666666,293.13,9,14,Champions,10,0,22.02,Low Risk
2896,Low,Mumbai,71,89153.83,1896.89,47,0.06,0.0,0.16,0.319275,214.31,10,15,Champions,10,0,15.85,Low Risk
2897,Medium,Hyderabad,30,50323.89,1797.2817857142857,28,0.1515,0.0,0.2121,0.0932666666666666,79.13,10,12,Loyal,25,0,20.54,Low Risk
2898,Medium,Mumbai,52,24349.65,3478.5214285714287,7,0.0,0.0,0.4286,0.1217,64.25,4,4,Lost,30,0,31.33,Low Risk
2899,Premium,Chandigarh,49,23549.120000000003,4709.8240000000005,5,0.0,0.0,0.0,0.314,94.2,5,5,Lost,10,1,28.94,Low Risk
2900,Medium,Chandigarh,20,11940.9,1085.5363636363636,11,0.0,0.0,0.2727,0.2388,45.23,9,6,Lost,15,0,16.25,Low Risk
2901,High,Hyderabad,55,52097.32,2368.06,22,0.0,0.0,0.2273,0.14305,75.83,8,10,Loyal,10,0,6.84,Low Risk
2903,Low,Bangalore,69,15227.74,1171.3646153846153,13,0.0,0.0,0.3846,0.3046,57.46,9,6,Lost,25,0,22.56,Low Risk
2904,Premium,Bangalore,71,25573.17,1504.304117647059,17,0.15,0.0,0.1,0.13095,94.72,6,6,Lost,20,0,22.11,Low Risk
2906,High,Mumbai,59,87293.37,2297.193947368421,38,0.1333,0.0222,0.3111,0.17005,111.63,10,13,Champions,35,0,28.61,Low Risk
2908,Medium,Delhi,34,25466.88,1958.9907692307693,13,0.0714,0.0,0.2143,0.03095,35.22,7,7,At Risk,15,0,12.44,Low Risk
2909,Low,Hyderabad,71,20001.36,1666.78,12,0.2,0.0,0.1333,0.04475,71.18,7,9,At Risk,15,0,20.31,Low Risk
2910,Low,Chandigarh,35,91874.35,2355.752564102564,39,0.0714,0.0,0.2619,0.1141333333333333,107.08,10,13,Champions,10,0,9.41,Low Risk
2912,Low,Mumbai,68,15778.42,1972.3025,8,0.0,0.0,0.0,0.2104,70.44,6,5,Lost,10,0,13.86,Low Risk
2913,Low,Pune,54,112365.82,1872.7636666666665,60,0.0,0.0,0.2,0.09608,338.45,10,14,Champions,10,0,21.11,Low Risk
2917,Medium,Mumbai,75,23606.79,2146.0718181818183,11,0.0,0.0,0.0909,0.0315,28.58,7,6,Lost,5,0,9.45,Low Risk
2919,High,Kolkata,38,59267.88,2195.1066666666666,27,0.0938,0.0625,0.1875,0.076875,188.75,10,14,Champions,22,0,25.32,Low Risk
2921,Low,Pune,21,27066.45,1592.144117647059,17,0.0,0.0,0.1765,0.05505,37.7,10,7,At Risk,15,0,12.45,Low Risk
2922,Low,Chandigarh,40,45576.24,1752.9323076923076,26,0.0,0.037,0.3333,0.4072,136.87,9,12,Loyal,20,0,21.41,Low Risk
2924,Low,Kolkata,71,66876.29,1759.9023684210524,38,0.0256,0.0,0.359,0.1986333333333333,182.72,10,15,Champions,20,0,18.32,Low Risk
2925,High,Delhi,49,8208.279999999999,1368.0466666666664,6,0.0,0.0,0.1667,0.0547,13.91,5,3,Lost,20,0,19.54,Low Risk
2926,Medium,Delhi,64,45305.88,2384.52,19,0.0,0.0,0.2105,0.14165,80.33,10,9,At Risk,10,0,8.55,Low Risk
2927,Low,Bangalore,64,51946.44,3995.88,13,0.0,0.0,0.3077,0.2597,143.5,8,10,Loyal,20,0,26.48,Low Risk
2928,Medium,Chandigarh,75,32890.68,1934.7458823529407,17,0.0,0.0,0.3529,0.1645,90.86,7,10,Loyal,20,0,13.89,Low Risk
2929,High,Hyderabad,43,66978.72,1810.235675675676,37,0.0263,0.0,0.2105,0.181075,92.9,10,15,Champions,10,0,7.31,Low Risk
2930,Medium,Kolkata,35,16362.47,1487.4972727272727,11,0.0833,0.0,0.0,0.0545,22.29,8,6,Lost,5,0,13.09,Low Risk
2931,Premium,Delhi,68,58848.06,1898.324516129032,31,0.0588,0.0294,0.2353,0.1122666666666666,108.78,10,14,Champions,10,0,10.94,Low Risk
2933,Medium,Hyderabad,52,23992.8,2399.28,10,0.0,0.0,0.2,0.3199,114.8,5,9,At Risk,10,0,13.74,Low Risk
2934,Medium,Pune,56,61493.87,1618.2597368421054,38,0.0952,0.0,0.3333,0.2043,120.11,10,15,Champions,20,0,16.6,Low Risk
2937,Medium,Hyderabad,39,18124.06,1812.406,10,0.0,0.0,0.1,0.0906,92.47,7,6,Lost,5,0,7.16,Low Risk
2938,Premium,Kolkata,37,20615.6,2290.6222222222223,9,0.1538,0.1538,0.3077,0.0275,54.54,7,6,Lost,65,1,57.76,Medium Risk
2939,Medium,Delhi,69,63250.97,2432.7296153846155,26,0.0357,0.0357,0.3571,0.13755,189.94,9,12,Loyal,20,0,20.59,Low Risk
2940,Medium,Mumbai,36,27173.43,2264.4525,12,0.0,0.0,0.5833,0.0543,40.26,5,8,At Risk,20,0,23.28,Low Risk
2942,Medium,Chennai,54,31594.74,1974.67125,16,0.0588,0.0,0.2941,0.1053,57.03,10,9,At Risk,10,0,8.09,Low Risk
2944,High,Chennai,56,90108.99,3107.206551724138,29,0.0312,0.0625,0.2188,0.5079333333333333,250.3,10,14,Champions,22,1,38.05,Low Risk
2945,Premium,Chennai,59,52929.86,1654.058125,32,0.0303,0.0,0.0606,0.1072999999999999,89.26,9,12,Loyal,0,0,6.1,Low Risk
2946,High,Mumbai,28,9502.65,1055.85,9,0.0,0.0,0.1111,0.0475,23.94,5,6,Lost,5,0,12.24,Low Risk
2948,Medium,Mumbai,44,43703.11,3973.01,11,0.0,0.0,0.1818,0.0583,78.04,8,8,At Risk,10,0,18.9,Low Risk
2950,High,Chandigarh,39,30880.88,2573.4066666666668,12,0.0714,0.0714,0.2857,0.2058499999999999,44.24,9,9,At Risk,22,0,22.91,Low Risk
2953,High,Hyderabad,63,46876.32,2343.816,20,0.0,0.0,0.15,0.1497,89.8,9,13,Champions,0,0,2.71,Low Risk
2956,Medium,Kolkata,55,7974.82,1139.26,7,0.0,0.0,0.2857,0.0797,21.79,6,3,Lost,20,0,17.65,Low Risk
2959,Medium,Chennai,58,40799.21,3138.400769230769,13,0.1333,0.0,0.2667,0.816,80.47,7,9,At Risk,40,1,43.06,Medium Risk
